登番,名前漢字,級,身長,体重,勝率,複勝率,直近10年勝率,直近10年2連帯率,直近10年3連帯率,直近5年勝率,直近5年2連帯率,直近5年3連帯率,1着率,2着率,3着率,1着回数,2着回数,出走回数,優出回数,優勝回数,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,1コース1着回数,1コース2着回数,1コース3着回数,1コース4着回数,1コース5着回数,1コース6着回数,2コース1着回数,2コース2着回数,2コース3着回数,2コース4着回数,2コース5着回数,2コース6着回数,3コース1着回数,3コース2着回数,3コース3着回数,3コース4着回数,3コース5着回数,3コース6着回数,4コース1着回数,4コース2着回数,4コース3着回数,4コース4着回数,4コース5着回数,4コース6着回数,5コース1着回数,5コース2着回数,5コース3着回数,5コース4着回数,5コース5着回数,5コース6着回数,6コース1着回数,6コース2着回数,6コース3着回数,6コース4着回数,6コース5着回数,6コース6着回数,算出期間自,算出期間至
5057,上　田　　紗　奈,B1,156,45,4.05,20.3,2.81,11.6,18.6,2.81,11.6,18.6,9.4,10.9,17.2,6,7,64,0,0,0.18,8,62.5,0.15,2.5,9,33.3,0.16,3.4,13,0.0,0.22,4.0,10,30.0,0.18,2.7,20,5.0,0.18,3.3,4,25.0,0.23,4.6,5,0,2,1,0,0,0,3,2,0,1,3,0,0,1,1,2,8,1,2,3,1,2,1,0,1,3,6,5,5,0,1,0,0,1,2,2021-05-01,2021-10-31
5058,前　原　　大　道,B1,163,54,5.07,31.6,4.04,18.9,36.4,4.04,18.9,36.4,12.8,18.8,17.9,15,22,117,0,0,0.17,12,58.3,0.26,4.2,19,47.3,0.14,3.6,21,38.1,0.17,3.3,22,27.2,0.16,3.4,21,14.2,0.17,3.3,22,18.1,0.16,3.4,6,1,2,0,2,1,4,5,4,2,3,1,2,6,4,4,5,0,1,5,5,2,5,3,1,2,3,4,3,8,1,3,3,5,4,5,2021-05-01,2021-10-31
5059,冨　田　　　　祥,B2,164,53,2.07,6.6,1.77,2.0,6.6,1.77,2.0,6.6,2.2,4.4,4.4,1,2,45,0,0,0.17,4,50.0,0.13,3.3,6,0.0,0.17,4.0,7,14.2,0.2,3.7,3,0.0,0.1,2.7,8,0.0,0.16,4.0,17,0.0,0.18,3.8,1,1,0,0,1,1,0,0,1,0,0,5,0,1,0,0,1,3,0,0,0,0,0,3,0,0,1,1,1,5,0,0,0,3,2,12,2021-05-01,2021-10-31
5060,数　原　　　　魁,B1,158,52,3.92,15.9,2.83,7.0,16.8,2.83,7.0,16.8,6.8,9.1,17.0,6,8,88,0,0,0.16,11,54.5,0.11,2.0,11,9.0,0.16,3.0,19,10.5,0.15,3.0,16,18.7,0.18,3.2,17,11.7,0.16,2.8,14,0.0,0.16,3.6,5,1,2,0,2,1,0,1,2,4,2,2,0,2,4,6,4,2,1,2,1,2,9,1,0,2,4,1,5,5,0,0,2,3,3,6,2021-05-01,2021-10-31
5061,中　村　　駿　平,B1,164,53,3.4,17.8,2.52,6.9,13.2,2.52,6.9,13.2,11.6,6.3,5.3,11,6,95,0,0,0.15,13,69.2,0.17,3.4,19,5.2,0.16,3.0,17,5.8,0.14,3.6,15,20.0,0.17,2.5,16,12.5,0.14,2.6,15,6.6,0.12,2.9,5,4,0,0,1,2,1,0,1,4,5,8,0,1,1,2,5,8,2,1,1,4,3,4,2,0,2,2,6,4,1,0,0,2,1,11,2021-05-01,2021-10-31
5062,田　嶋　　　　塁,B1,158,53,2.42,2.4,1.86,2.1,6.8,1.86,2.1,6.8,1.2,1.2,9.9,1,1,81,0,0,0.18,10,10.0,0.18,3.0,18,0.0,0.2,4.1,17,0.0,0.18,3.7,11,9.0,0.19,3.3,14,0.0,0.17,3.1,11,0.0,0.16,3.4,1,0,1,2,1,4,0,0,3,3,6,6,0,0,1,2,3,10,0,1,1,3,1,5,0,0,2,1,5,6,0,0,0,3,3,5,2021-05-01,2021-10-31
5063,大　塚　　雅　治,B1,175,55,3.26,7.0,2.48,4.6,13.4,2.48,4.6,13.4,4.0,3.0,17.0,4,3,100,0,0,0.18,13,15.3,0.19,4.1,18,16.6,0.21,4.5,15,6.6,0.19,3.6,19,0.0,0.14,2.9,23,0.0,0.17,3.3,12,8.3,0.19,3.6,2,0,2,2,2,5,2,1,3,4,5,3,0,1,1,3,5,5,0,0,7,6,3,3,0,0,4,3,7,9,0,1,0,1,5,5,2021-05-01,2021-10-31
5064,品　川　　二千翔,B1,164,53,4.73,30.1,3.27,12.6,24.2,3.27,12.6,24.2,8.2,21.9,16.4,6,16,73,0,0,0.17,8,50.0,0.21,3.1,13,46.1,0.19,3.9,14,21.4,0.16,3.6,7,28.5,0.15,3.1,18,33.3,0.15,3.7,13,7.6,0.19,3.8,2,2,2,1,0,1,1,5,3,0,3,1,2,1,3,3,3,2,0,2,1,1,0,3,0,6,1,2,7,2,1,0,2,2,6,2,2021-05-01,2021-10-31
5065,伊久間　　陽　優,B1,166,53,4.62,28.2,2.94,11.0,20.1,2.94,11.0,20.1,12.1,16.2,14.1,12,16,99,0,0,0.13,14,64.2,0.16,2.9,18,44.4,0.14,2.7,18,33.3,0.12,2.2,17,23.5,0.1,1.8,15,0.0,0.11,2.3,17,5.8,0.13,2.5,6,3,2,1,1,1,2,6,3,1,4,2,2,4,3,1,4,2,1,3,4,5,2,2,0,0,2,5,0,8,1,0,0,6,3,6,2021-05-01,2021-10-31
5066,鈴　木　　孝　明,B1,171,55,5.2,27.4,3.44,14.3,27.1,3.44,14.3,27.1,18.6,8.8,23.5,19,9,102,0,0,0.15,14,64.2,0.14,2.6,18,33.3,0.17,3.7,18,27.7,0.16,3.4,17,17.6,0.15,2.8,19,10.5,0.14,2.6,16,18.7,0.14,3.3,8,1,1,2,0,2,4,2,2,6,2,2,4,1,5,2,4,2,1,2,3,3,5,2,1,1,8,3,5,1,1,2,5,3,2,3,2021-05-01,2021-10-31
5067,山　田　　真　聖,B1,169,57,3.55,18.1,2.78,9.6,16.8,2.78,9.6,16.8,8.6,9.5,7.8,10,11,116,1,0,0.17,10,60.0,0.19,4.1,18,16.6,0.15,2.8,20,15.0,0.14,3.3,19,36.8,0.16,2.9,23,0.0,0.19,3.5,26,7.6,0.18,4.2,4,2,0,3,0,1,0,3,2,4,2,7,2,1,2,5,2,8,4,3,0,1,3,8,0,0,3,5,8,7,0,2,2,3,4,15,2021-05-01,2021-10-31
5068,前　田　　　　滉,B1,167,50,5.3,33.9,4.93,28.6,47.9,4.93,28.6,47.9,19.4,14.6,16.5,20,15,103,3,0,0.15,14,85.7,0.13,2.6,18,50.0,0.12,2.9,19,15.7,0.14,2.7,20,30.0,0.17,2.9,13,23.0,0.16,3.3,18,11.1,0.18,4.2,11,1,1,1,0,0,4,5,3,1,1,4,1,2,3,3,4,4,3,3,4,3,1,5,1,2,5,2,3,0,0,2,1,7,4,4,2021-05-01,2021-10-31
5069,山　崎　　小葉音,B1,148,41,4.13,20.2,2.67,7.6,14.5,2.67,7.6,14.5,6.7,13.5,14.6,6,12,89,0,0,0.17,10,50.0,0.13,2.6,16,31.2,0.17,3.3,16,25.0,0.17,3.1,12,16.6,0.14,2.3,21,9.5,0.18,3.1,14,0.0,0.2,4.6,4,1,2,2,1,0,0,5,3,3,4,1,1,3,1,3,3,5,1,1,1,3,3,3,0,2,2,4,7,4,0,0,4,4,3,3,2021-05-01,2021-10-31
5070,中　島　　　　航,B1,173,51,2.96,9.7,3.04,13.5,22.6,3.04,13.5,22.6,2.8,6.9,12.5,2,5,72,0,0,0.18,6,50.0,0.11,2.7,9,0.0,0.18,3.7,8,12.5,0.17,3.4,6,0.0,0.18,3.0,10,20.0,0.14,3.0,33,3.0,0.22,4.7,1,2,0,1,0,2,0,0,2,1,1,5,0,1,2,2,1,2,0,0,0,1,2,2,1,1,3,1,4,0,0,1,2,4,7,18,2021-05-01,2021-10-31
5071,野見山　　拓　己,B1,166,54,3.3,13.1,2.43,5.6,10.6,2.43,5.6,10.6,5.5,7.7,5.5,5,7,91,0,0,0.16,11,27.2,0.19,3.9,13,15.3,0.12,2.0,15,20.0,0.14,2.3,10,10.0,0.16,3.3,21,9.5,0.16,3.3,21,4.7,0.17,3.9,2,1,0,2,3,2,0,2,2,3,4,2,1,2,0,3,3,6,1,0,0,4,2,3,0,2,1,6,6,6,1,0,2,4,8,5,2021-05-01,2021-10-31
5072,吉　田　　杏　美,B1,166,50,2.06,3.8,1.63,1.1,4.3,1.63,1.1,4.3,0.0,3.8,3.8,0,2,52,0,0,0.21,6,0.0,0.23,4.2,10,20.0,0.19,4.1,4,0.0,0.29,6.0,8,0.0,0.2,4.0,9,0.0,0.18,3.7,15,0.0,0.2,4.5,0,0,0,1,1,4,0,2,0,3,3,1,0,0,0,0,1,3,0,0,0,0,4,4,0,0,1,1,2,5,0,0,1,0,6,8,2021-05-01,2021-10-31
5073,上　原　　健次郎,B1,157,55,4.11,14.1,3.04,7.2,21.2,3.04,7.2,21.2,7.1,7.1,23.5,6,6,85,0,0,0.2,6,33.3,0.23,4.3,12,8.3,0.23,4.6,10,30.0,0.2,4.0,13,23.0,0.21,4.1,20,15.0,0.21,4.2,24,0.0,0.17,4.2,2,0,2,1,0,1,0,1,4,4,3,0,1,2,3,2,1,1,1,2,4,3,0,2,2,1,5,6,2,4,0,0,2,3,7,11,2021-05-01,2021-10-31
5074,大　澤　　誠　也,B1,162,56,2.97,8.1,2.53,5.5,12.1,2.53,5.5,12.1,2.4,5.7,8.9,3,7,123,0,0,0.2,15,33.3,0.15,4.1,22,4.5,0.21,4.5,19,10.5,0.22,4.2,21,4.7,0.19,3.7,26,3.8,0.22,4.1,20,0.0,0.22,4.7,3,2,2,0,1,6,0,1,0,8,4,9,0,2,2,3,4,8,0,1,3,4,8,5,0,1,3,5,11,6,0,0,1,7,3,9,2021-05-01,2021-10-31
5075,中　島　　秀　治,B1,169,56,4.74,25.9,3.73,16.2,31.5,3.73,16.2,31.5,13.0,13.0,23.1,14,14,108,0,0,0.16,14,85.7,0.13,2.9,18,27.7,0.19,4.0,18,27.7,0.15,3.1,14,7.1,0.19,3.2,25,12.0,0.16,3.0,19,10.5,0.15,2.3,9,3,0,0,1,1,2,3,4,2,2,5,2,3,4,3,3,3,0,1,3,4,3,3,1,2,9,2,7,3,0,2,5,1,5,5,2021-05-01,2021-10-31
5076,石　原　　　　光,B1,162,49,3.03,14.4,2.51,7.8,14.7,2.51,7.8,14.7,4.5,9.9,5.4,5,11,111,0,0,0.2,9,22.2,0.21,4.1,19,31.5,0.21,4.4,18,11.1,0.14,3.0,18,22.2,0.2,3.8,15,13.3,0.2,3.9,32,0.0,0.22,4.5,1,1,0,3,1,3,2,4,2,3,6,2,0,2,1,4,6,4,1,3,1,3,4,5,1,1,1,3,3,6,0,0,1,2,3,24,2021-05-01,2021-10-31
5077,滝　沢　　　　崚,B2,167,50,2.46,8.9,1.98,4.2,8.1,1.98,4.2,8.1,3.6,5.4,5.4,2,3,56,0,0,0.2,5,0.0,0.2,3.6,4,0.0,0.11,2.3,8,25.0,0.13,2.6,4,25.0,0.17,3.8,8,25.0,0.1,1.9,27,0.0,0.26,5.5,0,0,1,2,0,2,0,0,1,1,0,2,1,1,0,1,3,1,0,1,0,1,0,2,1,1,1,1,2,1,0,0,0,2,1,24,2021-05-01,2021-10-31
5078,山　川　　波　乙,B1,154,46,3.02,9.4,2.23,5.1,9.9,2.23,5.1,9.9,4.2,5.3,9.5,4,5,95,0,0,0.21,13,23.0,0.21,4.5,13,7.6,0.26,4.8,18,16.6,0.21,4.1,18,5.5,0.18,3.9,15,6.6,0.21,3.9,18,0.0,0.22,4.4,3,0,1,3,3,3,1,0,1,4,3,4,0,3,3,4,3,5,0,1,2,3,8,4,0,1,2,1,4,7,0,0,0,3,2,12,2021-05-01,2021-10-31
5079,大　石　　真　央,B1,151,47,3.48,13.5,2.6,8.0,16.2,2.6,8.0,16.2,4.2,9.4,14.6,4,9,96,0,0,0.19,10,30.0,0.15,3.9,15,20.0,0.2,3.8,15,13.3,0.21,3.3,16,12.5,0.23,4.7,17,11.7,0.18,3.3,23,4.3,0.17,3.6,1,2,0,0,4,1,0,3,3,2,4,3,2,0,2,6,0,5,1,1,1,3,5,5,0,2,6,2,5,2,0,1,2,4,3,12,2021-05-01,2021-10-31
5080,鈴　木　　慶　太,B2,160,53,2.72,4.0,2.53,7.0,16.2,2.53,7.0,16.2,0.0,4.0,16.0,0,2,50,0,0,0.18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,0.0,0.19,3.8,18,11.1,0.19,3.6,17,0.0,0.16,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,6,0,2,2,3,4,5,0,0,2,3,5,7,2021-05-01,2021-10-31
5081,篠　原　　飛　翔,B1,170,52,4.02,16.3,2.6,6.4,17.0,2.6,6.4,17.0,6.1,10.2,21.4,6,10,98,0,0,0.19,7,28.5,0.14,3.0,18,22.2,0.19,4.7,17,11.7,0.19,4.3,14,14.2,0.19,3.9,23,21.7,0.19,3.7,19,5.2,0.2,5.1,0,2,1,2,1,1,2,2,7,6,0,1,2,0,3,3,8,1,1,1,2,0,5,5,1,4,5,2,5,6,0,1,3,1,6,8,2021-05-01,2021-10-31
5082,一　色　　凌　雅,B1,166,59,4.47,22.3,3.35,14.8,27.1,3.35,14.8,27.1,9.4,12.9,18.8,8,11,85,1,0,0.19,8,50.0,0.16,3.9,15,20.0,0.21,4.3,12,41.6,0.2,3.9,16,25.0,0.2,3.5,18,11.1,0.16,3.8,16,6.2,0.19,4.3,3,1,1,1,1,1,0,3,3,2,4,2,3,2,2,1,4,0,1,3,4,2,3,1,1,1,3,6,5,2,0,1,3,3,5,4,2021-05-01,2021-10-31
5083,柳　瀬　　幹　太,B1,166,55,3.96,17.2,2.46,6.7,15.7,2.46,6.7,15.7,5.4,11.8,19.4,5,11,93,0,0,0.17,9,55.5,0.17,2.6,18,27.7,0.19,3.8,9,11.1,0.18,3.7,10,10.0,0.17,3.4,18,11.1,0.18,3.8,29,6.9,0.15,3.1,3,2,0,1,1,2,0,5,6,1,4,2,1,0,1,3,2,2,1,0,1,3,0,5,0,2,4,2,2,6,0,2,6,6,8,7,2021-05-01,2021-10-31
5084,末　永　　和　也,A2,173,53,5.75,36.6,4.16,20.5,37.9,4.16,20.5,37.9,14.9,21.8,24.8,15,22,101,3,0,0.15,12,75.0,0.15,2.8,17,52.9,0.16,2.8,18,38.8,0.13,2.9,18,33.3,0.16,3.0,18,22.2,0.14,3.4,18,11.1,0.17,3.9,9,0,1,0,0,2,1,8,4,1,1,1,2,5,4,5,1,0,3,3,7,2,2,1,0,4,5,5,1,3,0,2,4,5,5,2,2021-05-01,2021-10-31
5085,中　村　　栄　治,B1,161,53,3.95,16.2,2.96,10.8,20.4,2.96,10.8,20.4,7.5,8.8,27.5,6,7,80,0,0,0.18,9,44.4,0.17,4.1,14,28.5,0.2,3.9,11,18.1,0.14,3.2,14,14.2,0.18,3.4,14,0.0,0.16,3.6,18,5.5,0.19,4.2,2,2,2,2,0,1,2,2,4,0,3,3,1,1,2,1,2,3,1,1,2,1,4,5,0,0,7,0,1,6,0,1,5,0,3,8,2021-05-01,2021-10-31
5086,本　村　　　　大,B2,173,56,2.41,4.0,2.24,4.3,12.2,2.24,4.3,12.2,0.0,4.1,8.2,0,2,49,0,0,0.23,2,0.0,0.17,3.0,3,0.0,0.2,4.3,1,0.0,0.09,2.0,6,0.0,0.13,2.5,7,0.0,0.23,4.0,30,6.6,0.27,5.3,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,1,1,3,0,0,0,0,5,1,0,2,2,5,6,15,2021-05-01,2021-10-31
5087,佐　藤　　　　航,A2,164,52,5.82,37.6,4.05,23.4,35.1,4.05,23.4,35.1,20.4,17.2,26.9,19,16,93,2,0,0.13,11,54.5,0.2,3.9,14,35.7,0.12,2.8,21,47.6,0.13,2.4,13,23.0,0.12,2.7,20,35.0,0.11,2.1,14,28.5,0.13,3.2,4,2,2,1,1,1,0,5,4,4,0,1,7,3,3,0,4,3,1,2,3,2,1,3,4,3,8,1,3,1,3,1,5,1,2,2,2021-05-01,2021-10-31
5088,高　憧　　四　季,B1,157,48,4.68,29.2,3.6,18.6,28.7,3.6,18.6,28.7,14.6,14.6,10.2,20,20,137,0,0,0.16,21,71.4,0.14,3.3,22,36.3,0.17,3.4,27,33.3,0.16,3.0,24,12.5,0.17,3.2,21,19.0,0.16,2.7,22,4.5,0.17,3.6,11,4,3,1,1,1,3,5,1,3,7,3,3,6,2,6,7,1,2,1,5,7,8,1,1,3,3,3,5,6,0,1,0,7,7,7,2021-05-01,2021-10-31
5089,前　田　　　　翔,B1,167,49,4.84,24.7,4.4,18.5,40.8,4.4,18.5,40.8,12.4,12.4,17.1,13,13,105,0,0,0.18,15,66.6,0.15,3.2,17,29.4,0.18,3.6,18,27.7,0.2,4.2,19,21.0,0.17,3.0,15,6.6,0.18,4.3,21,4.7,0.2,4.5,7,3,3,1,1,0,2,3,6,2,3,0,3,2,1,4,4,4,0,4,2,7,3,2,1,0,3,5,3,3,0,1,3,6,9,2,2021-05-01,2021-10-31
5090,生　方　　靖　亜,B1,166,55,4.2,19.0,3.05,9.2,18.4,3.05,9.2,18.4,8.3,10.7,16.7,7,9,84,0,0,0.21,11,27.2,0.17,3.9,15,40.0,0.18,4.2,12,25.0,0.18,4.3,16,12.5,0.25,4.8,13,15.3,0.16,3.3,17,0.0,0.26,5.5,2,1,2,1,3,1,3,3,1,3,3,2,0,3,5,2,0,2,1,1,5,4,4,1,1,1,1,2,8,0,0,0,0,5,5,7,2021-05-01,2021-10-31
5091,為　本　　智　也,B1,167,51,4.95,32.3,3.8,19.5,30.7,3.8,19.5,30.7,12.7,19.6,16.7,13,20,102,1,0,0.15,13,84.6,0.16,2.7,15,20.0,0.18,3.4,17,41.1,0.14,3.2,17,23.5,0.14,3.1,20,20.0,0.13,3.0,20,20.0,0.14,3.0,7,4,2,0,0,0,1,2,4,3,3,2,1,6,4,2,3,1,0,4,5,2,2,3,3,1,2,4,5,4,1,3,0,3,6,7,2021-05-01,2021-10-31
5092,篠　原　　晟　弥,B1,165,51,4.55,22.4,3.12,10.6,22.5,3.12,10.6,22.5,10.2,12.2,19.4,10,12,98,0,0,0.16,8,37.5,0.16,4.0,17,47.0,0.16,2.6,10,30.0,0.16,2.4,19,21.0,0.15,2.6,24,4.1,0.14,3.1,20,15.0,0.16,3.4,3,0,1,0,2,2,1,7,3,4,1,1,2,1,3,2,0,1,3,1,4,5,3,3,0,1,4,7,6,5,1,2,4,4,3,6,2021-05-01,2021-10-31
5093,浦　野　　　　海,B1,168,56,3.32,17.0,2.24,5.8,10.5,2.24,5.8,10.5,4.9,12.2,6.1,4,10,82,1,0,0.17,6,33.3,0.15,2.7,9,22.2,0.18,3.8,17,23.5,0.14,3.4,16,12.5,0.19,3.7,17,17.6,0.18,4.1,17,5.8,0.17,4.2,0,2,1,0,1,2,0,2,0,3,1,3,1,3,2,3,6,2,1,1,0,2,5,7,2,1,1,1,7,4,0,1,1,2,5,8,2021-05-01,2021-10-31
5094,生　田　　波美音,B1,165,49,4.53,24.4,3.54,15.5,28.3,3.54,15.5,28.3,7.4,17.0,14.9,7,16,94,0,0,0.17,12,75.0,0.17,3.1,17,41.1,0.16,3.2,15,33.3,0.14,3.1,15,13.3,0.17,3.7,13,0.0,0.17,3.9,22,0.0,0.19,4.1,3,6,0,2,0,0,1,6,2,2,5,1,3,2,2,3,4,1,0,2,6,4,1,2,0,0,1,7,3,2,0,0,3,5,7,6,2021-05-01,2021-10-31
5095,小　原　　聡　将,B2,160,53,4.94,30.6,3.49,13.0,26.0,3.49,13.0,26.0,12.2,18.4,18.4,6,9,49,0,0,0.17,5,40.0,0.13,2.0,9,22.2,0.19,3.8,8,12.5,0.19,3.4,8,37.5,0.2,3.8,9,44.4,0.17,3.1,10,30.0,0.16,3.2,1,1,1,1,0,0,1,1,1,3,1,1,1,0,2,2,1,1,0,3,3,1,1,0,1,3,1,2,1,1,2,1,1,1,0,5,2021-05-01,2021-10-31
5096,上　原　　　　崚,B1,165,52,2.92,5.1,2.31,3.1,11.6,2.31,3.1,11.6,1.3,3.8,9.0,1,3,78,0,0,0.15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,26,7.6,0.12,2.5,29,6.9,0.16,3.1,23,0.0,0.16,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,6,8,1,1,3,10,9,5,0,0,2,4,9,7,2021-05-01,2021-10-31
5098,大　江　　　　純,B1,169,56,2.8,9.3,2.47,6.2,11.7,2.47,6.2,11.7,6.7,2.7,5.3,5,2,75,0,0,0.15,8,62.5,0.17,4.0,12,16.6,0.15,3.1,13,0.0,0.14,3.2,12,0.0,0.15,3.1,14,0.0,0.15,2.9,16,0.0,0.16,3.9,3,2,0,0,2,0,2,0,2,1,5,2,0,0,0,5,5,3,0,0,1,3,5,3,0,0,0,2,4,8,0,0,1,0,3,12,2021-05-01,2021-10-31
5099,原　田　　俊　法,B2,163,55,0.0,0.0,1.39,1.7,3.4,1.39,1.7,3.4,,,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-01,2021-10-31
5100,栗　原　　一　馬,B1,173,56,2.21,3.3,1.72,1.7,4.8,1.72,1.7,4.8,0.0,3.3,5.5,0,3,91,0,0,0.14,2,0.0,0.12,3.5,1,0.0,0.18,2.0,1,0.0,0.15,3.0,24,4.1,0.14,2.5,27,7.4,0.12,2.3,36,0.0,0.15,3.5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,4,10,7,0,2,0,4,7,13,0,0,2,4,10,20,2021-05-01,2021-10-31
5101,表　　　　健　太,B2,168,52,1.58,0.0,1.5,0.4,2.8,1.5,0.4,2.8,0.0,0.0,1.6,0,0,64,0,0,0.2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0.0,0.16,5.0,7,0.0,0.15,3.2,12,0.0,0.24,4.3,42,0.0,0.21,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,4,0,0,0,2,3,7,0,0,1,2,11,28,2021-05-01,2021-10-31
5102,原　田　　雄　次,B1,167,52,3.51,12.5,2.43,6.9,14.7,2.43,6.9,14.7,3.1,9.4,15.6,3,9,96,0,0,0.19,8,50.0,0.21,4.4,12,25.0,0.19,3.7,20,15.0,0.22,4.3,19,0.0,0.18,3.6,20,10.0,0.18,3.9,17,0.0,0.18,3.6,2,2,0,0,1,3,0,3,1,6,1,1,1,2,4,4,3,4,0,0,7,4,3,4,0,2,1,3,8,5,0,0,2,1,10,4,2021-05-01,2021-10-31
5103,芝　田　　京　介,B1,165,53,2.78,8.5,2.08,3.8,10.4,2.08,3.8,10.4,1.1,7.4,10.6,1,7,94,0,0,0.14,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,29,17.2,0.15,2.9,24,8.3,0.12,2.4,41,2.4,0.15,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,8,12,0,2,3,4,6,9,0,1,4,6,12,18,2021-05-01,2021-10-31
5104,山　田　　　　丈,B1,165,52,3.97,17.1,2.7,7.1,15.0,2.7,7.1,15.0,8.1,9.0,12.6,9,10,111,1,0,0.16,10,70.0,0.13,2.7,17,11.7,0.17,3.4,25,12.0,0.16,3.0,19,26.3,0.15,2.6,24,8.3,0.16,3.0,16,0.0,0.15,3.5,2,5,1,1,0,1,1,1,0,8,3,3,2,1,5,9,4,4,3,2,4,2,3,5,1,1,3,6,5,7,0,0,1,3,7,5,2021-05-01,2021-10-31
5105,富　田　　恕　生,B1,165,53,3.05,10.6,2.15,4.3,9.3,2.15,4.3,9.3,1.9,8.7,9.7,2,9,103,0,0,0.2,4,25.0,0.18,5.3,17,23.5,0.25,4.6,15,6.6,0.18,3.9,14,21.4,0.17,3.6,24,4.1,0.19,3.7,29,3.4,0.21,4.3,0,1,1,2,0,0,0,4,1,3,4,5,0,1,1,3,2,8,2,1,1,3,2,5,0,1,2,5,7,9,0,1,4,3,11,7,2021-05-01,2021-10-31
5106,山　崎　　　　祥,B1,158,50,3.16,6.9,2.25,3.5,9.8,2.25,3.5,9.8,0.0,6.9,14.9,0,6,87,0,0,0.21,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,15.3,0.2,4.0,32,6.2,0.19,3.7,42,4.7,0.23,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,2,0,2,5,8,7,10,0,2,6,10,9,13,2021-05-01,2021-10-31
5107,松　本　　真　広,B1,162,51,2.61,1.4,1.74,1.0,4.1,1.74,1.0,4.1,0.0,1.5,9.0,0,1,67,0,0,0.17,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,0.0,0.18,3.4,62,1.6,0.17,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,6,16,12,26,2021-05-01,2021-10-31
5108,柴　田　　愛　梨,B1,156,47,2.29,4.2,1.93,3.6,6.8,1.93,3.6,6.8,1.1,3.2,6.3,1,3,95,0,0,0.22,4,0.0,0.42,5.3,9,11.1,0.23,5.7,7,14.2,0.31,4.1,19,0.0,0.23,4.8,27,3.7,0.18,3.9,29,3.4,0.21,4.1,0,0,1,2,0,0,0,1,3,3,1,1,0,1,1,0,3,2,0,0,0,2,4,13,0,1,1,4,9,11,1,0,0,3,6,19,2021-05-01,2021-10-31
5109,川　崎　　智　稔,B1,158,48,3.25,10.7,2.38,5.4,13.1,2.38,5.4,13.1,2.0,8.8,14.7,2,9,102,0,0,0.15,4,50.0,0.13,3.0,6,0.0,0.21,3.7,12,8.3,0.17,3.4,22,27.2,0.14,2.4,19,10.5,0.14,2.8,39,0.0,0.15,3.1,0,2,0,1,0,0,0,0,1,1,2,2,0,1,4,2,2,3,1,5,3,6,2,4,1,1,3,4,3,7,0,0,4,4,13,18,2021-05-01,2021-10-31
5110,杉　山　　喜　一,B1,170,51,3.71,13.4,2.64,5.7,15.1,2.64,5.7,15.1,3.8,9.6,18.3,4,10,104,0,0,0.18,5,40.0,0.23,4.4,4,0.0,0.15,3.5,12,16.6,0.18,4.4,15,13.3,0.19,3.7,25,8.0,0.2,3.7,43,13.9,0.17,3.4,2,0,0,0,0,3,0,0,2,0,1,0,0,2,3,1,6,0,1,1,2,2,4,4,0,2,2,7,6,8,1,5,10,9,10,7,2021-05-01,2021-10-31
