レース場,タイプ,季節,艇,1着率(%),2着率(%),3着率(%),2連帯率(%),3連帯率(%)
福岡,季節別連帯率,春(3-5月),3,,,,37.76,56.8
福岡,季節別連帯率,春(3-5月),4,,,,27.91,48.87
福岡,季節別連帯率,春(3-5月),5,,,,15.43,33.41
福岡,季節別連帯率,春(3-5月),6,,,,8.85,22.96
福岡,季節別連帯率,夏(6-8月),1,,,,68.72,78.85
福岡,季節別連帯率,夏(6-8月),2,,,,43.01,61.95
福岡,季節別連帯率,夏(6-8月),3,,,,37.05,57.12
福岡,季節別連帯率,夏(6-8月),4,,,,28.31,48.96
福岡,季節別連帯率,夏(6-8月),5,,,,16.12,33.75
福岡,季節別連帯率,夏(6-8月),6,,,,9.8,23.89
福岡,季節別連帯率,秋(9-11月),1,,,,68.91,79.52
福岡,季節別連帯率,秋(9-11月),2,,,,43.26,62.28
福岡,季節別連帯率,秋(9-11月),3,,,,36.73,55.54
福岡,季節別連帯率,秋(9-11月),4,,,,28.51,50.59
福岡,季節別連帯率,秋(9-11月),5,,,,16.3,33.35
福岡,季節別連帯率,秋(9-11月),6,,,,9.23,23.16
福岡,季節別連帯率,冬(12-2月),1,,,,70.61,80.98
福岡,季節別連帯率,冬(12-2月),2,,,,42.1,62.19
福岡,季節別連帯率,冬(12-2月),3,,,,38.05,57.53
福岡,季節別連帯率,冬(12-2月),4,,,,27.12,48.55
福岡,季節別連帯率,冬(12-2月),5,,,,15.87,32.65
福岡,季節別連帯率,冬(12-2月),6,,,,9.27,22.71
鳴門,全体着率,-,1,48.86,18.53,10.16,,
鳴門,全体着率,-,2,16.58,23.68,17.96,,
鳴門,全体着率,-,3,14.62,20.11,19.29,,
鳴門,全体着率,-,4,11.18,17.65,19.29,,
鳴門,全体着率,-,5,6.93,12.77,17.94,,
鳴門,全体着率,-,6,3.33,8.7,16.8,,
鳴門,全体連帯率,-,1,,,,67.4,77.56
鳴門,全体連帯率,-,2,,,,40.25,58.22
鳴門,全体連帯率,-,3,,,,34.74,54.03
鳴門,全体連帯率,-,4,,,,28.83,48.12
鳴門,全体連帯率,-,5,,,,19.7,37.64
鳴門,全体連帯率,-,6,,,,12.03,28.83
鳴門,季節別着率,春(3-5月),1,49.87,17.96,9.23,,
鳴門,季節別着率,春(3-5月),2,16.99,25.97,17.61,,
鳴門,季節別着率,春(3-5月),3,13.84,19.83,20.04,,
鳴門,季節別着率,春(3-5月),4,10.22,18.26,20.06,,
鳴門,季節別着率,春(3-5月),5,7.04,11.12,17.27,,
鳴門,季節別着率,春(3-5月),6,3.27,8.01,16.97,,
鳴門,季節別着率,夏(6-8月),1,50.14,17.9,9.59,,
鳴門,季節別着率,夏(6-8月),2,15.16,22.89,18.35,,
鳴門,季節別着率,夏(6-8月),3,14.28,19.91,19.57,,
鳴門,季節別着率,夏(6-8月),4,11.56,17.42,18.97,,
鳴門,季節別着率,夏(6-8月),5,6.91,13.91,17.37,,
鳴門,季節別着率,夏(6-8月),6,3.28,9.21,17.39,,
鳴門,季節別着率,秋(9-11月),1,49.5,17.45,10.33,,
鳴門,季節別着率,秋(9-11月),2,15.57,23.72,17.58,,
鳴門,季節別着率,秋(9-11月),3,14.97,20.2,19.38,,
鳴門,季節別着率,秋(9-11月),4,11.62,17.57,19.56,,
鳴門,季節別着率,秋(9-11月),5,6.68,13.53,18.63,,
鳴門,季節別着率,秋(9-11月),6,3.22,9.0,15.98,,
鳴門,季節別着率,冬(12-2月),1,46.24,20.6,11.33,,
鳴門,季節別着率,冬(12-2月),2,18.5,22.5,18.23,,
鳴門,季節別着率,冬(12-2月),3,15.29,20.46,18.33,,
鳴門,季節別着率,冬(12-2月),4,11.22,17.42,18.73,,
鳴門,季節別着率,冬(12-2月),5,7.08,12.35,18.41,,
鳴門,季節別着率,冬(12-2月),6,3.53,8.5,16.85,,
鳴門,季節別連帯率,春(3-5月),1,,,,67.83,77.07
鳴門,季節別連帯率,春(3-5月),2,,,,42.96,60.57
鳴門,季節別連帯率,春(3-5月),3,,,,33.67,53.71
鳴門,季節別連帯率,春(3-5月),4,,,,28.49,48.54
鳴門,季節別連帯率,春(3-5月),5,,,,18.16,35.43
鳴門,季節別連帯率,春(3-5月),6,,,,11.29,28.26
鳴門,季節別連帯率,夏(6-8月),1,,,,68.04,77.62
鳴門,季節別連帯率,夏(6-8月),2,,,,38.05,56.4
鳴門,季節別連帯率,夏(6-8月),3,,,,34.19,53.76
鳴門,季節別連帯率,夏(6-8月),4,,,,28.98,47.95
鳴門,季節別連帯率,夏(6-8月),5,,,,20.82,38.19
鳴門,季節別連帯率,夏(6-8月),6,,,,12.5,29.89
鳴門,季節別連帯率,秋(9-11月),1,,,,66.95,77.27
鳴門,季節別連帯率,秋(9-11月),2,,,,39.29,56.88
鳴門,季節別連帯率,秋(9-11月),3,,,,35.17,54.55
鳴門,季節別連帯率,秋(9-11月),4,,,,29.19,48.75
鳴門,季節別連帯率,秋(9-11月),5,,,,20.22,38.85
鳴門,季節別連帯率,秋(9-11月),6,,,,12.22,28.2
鳴門,季節別連帯率,冬(12-2月),1,,,,66.84,78.17
鳴門,季節別連帯率,冬(12-2月),2,,,,41.0,59.23
鳴門,季節別連帯率,冬(12-2月),3,,,,35.75,54.08
鳴門,季節別連帯率,冬(12-2月),4,,,,28.64,47.37
鳴門,季節別連帯率,冬(12-2月),5,,,,19.43,37.84
鳴門,季節別連帯率,冬(12-2月),6,,,,12.03,28.87
全場平均,全体着率,-,1,53.62,17.97,9.33,,
全場平均,全体着率,-,2,15.19,24.78,18.52,,
全場平均,全体着率,-,3,12.75,20.98,20.16,,
全場平均,全体着率,-,4,10.55,17.05,19.98,,
全場平均,全体着率,-,5,5.87,12.15,17.63,,
全場平均,全体着率,-,6,3.46,8.54,15.86,,
全場平均,全体連帯率,-,1,,,,71.6,80.92
全場平均,全体連帯率,-,2,,,,39.98,58.5
全場平均,全体連帯率,-,3,,,,33.73,53.89
全場平均,全体連帯率,-,4,,,,27.6,47.58
全場平均,全体連帯率,-,5,,,,18.02,35.65
全場平均,全体連帯率,-,6,,,,12.0,27.85
全場平均,季節別着率,春(3-5月),1,54.01,17.9,9.32,,
全場平均,季節別着率,春(3-5月),2,15.3,25.27,18.52,,
全場平均,季節別着率,春(3-5月),3,12.57,21.02,20.28,,
全場平均,季節別着率,春(3-5月),4,10.34,17.03,20.02,,
全場平均,季節別着率,春(3-5月),5,5.75,11.92,17.6,,
全場平均,季節別着率,春(3-5月),6,3.43,8.28,15.67,,
全場平均,季節別着率,夏(6-8月),1,52.93,17.82,9.44,,
全場平均,季節別着率,夏(6-8月),2,15.07,24.29,18.47,,
全場平均,季節別着率,夏(6-8月),3,12.84,20.93,19.92,,
全場平均,季節別着率,夏(6-8月),4,10.93,16.92,19.76,,
全場平均,季節別着率,夏(6-8月),5,6.04,12.69,17.74,,
全場平均,季節別着率,夏(6-8月),6,3.57,8.75,16.05,,
全場平均,季節別着率,秋(9-11月),1,53.96,17.95,9.21,,
全場平均,季節別着率,秋(9-11月),2,15.05,24.71,18.5,,
全場平均,季節別着率,秋(9-11月),3,12.74,21.08,20.15,,
全場平均,季節別着率,秋(9-11月),4,10.54,17.14,20.0,,
全場平均,季節別着率,秋(9-11月),5,5.81,12.11,17.68,,
全場平均,季節別着率,秋(9-11月),6,3.32,8.47,15.92,,
全場平均,季節別着率,冬(12-2月),1,53.66,18.21,9.32,,
全場平均,季節別着率,冬(12-2月),2,15.32,24.89,18.63,,
全場平均,季節別着率,冬(12-2月),3,12.83,20.9,20.29,,
全場平均,季節別着率,冬(12-2月),4,10.39,17.08,20.11,,
全場平均,季節別着率,冬(12-2月),5,5.88,11.88,17.49,,
全場平均,季節別着率,冬(12-2月),6,3.5,8.65,15.81,,
全場平均,季節別連帯率,春(3-5月),1,,,,71.9,81.22
全場平均,季節別連帯率,春(3-5月),2,,,,40.57,59.08
全場平均,季節別連帯率,春(3-5月),3,,,,33.59,53.87
全場平均,季節別連帯率,春(3-5月),4,,,,27.37,47.39
全場平均,季節別連帯率,春(3-5月),5,,,,17.67,35.26
全場平均,季節別連帯率,春(3-5月),6,,,,11.71,27.38
全場平均,季節別連帯率,夏(6-8月),1,,,,70.76,80.2
全場平均,季節別連帯率,夏(6-8月),2,,,,39.35,57.82
全場平均,季節別連帯率,夏(6-8月),3,,,,33.76,53.69
全場平均,季節別連帯率,夏(6-8月),4,,,,27.85,47.6
全場平均,季節別連帯率,夏(6-8月),5,,,,18.73,36.47
全場平均,季節別連帯率,夏(6-8月),6,,,,12.32,28.36
全場平均,季節別連帯率,秋(9-11月),1,,,,71.91,81.12
全場平均,季節別連帯率,秋(9-11月),2,,,,39.76,58.26
全場平均,季節別連帯率,秋(9-11月),3,,,,33.82,53.97
全場平均,季節別連帯率,秋(9-11月),4,,,,27.69,47.69
全場平均,季節別連帯率,秋(9-11月),5,,,,17.92,35.6
全場平均,季節別連帯率,秋(9-11月),6,,,,11.79,27.7
全場平均,季節別連帯率,冬(12-2月),1,,,,71.87,81.19
全場平均,季節別連帯率,冬(12-2月),2,,,,40.21,58.84
全場平均,季節別連帯率,冬(12-2月),3,,,,33.73,54.02
全場平均,季節別連帯率,冬(12-2月),4,,,,27.48,47.58
全場平均,季節別連帯率,冬(12-2月),5,,,,17.76,35.25
全場平均,季節別連帯率,冬(12-2月),6,,,,12.15,27.96
