開催日,日目,レース,開催日,着,P(1号艇1着),予測,actual_boat1_win,的中
2025-09-13,2,10,2025-09-13,6,0.40674897342492494,0,0,True
2025-09-13,2,12,2025-09-13,1,0.53091463908267,1,1,True
2025-09-14,3,1,2025-09-14,2,0.5577141338604489,1,0,False
2025-09-14,3,2,2025-09-14,4,0.45011194693736495,0,0,True
2025-09-14,3,3,2025-09-14,3,0.2551811527311774,0,0,True
2025-09-14,3,4,2025-09-14,1,0.6038903877905968,1,1,True
2025-09-14,3,5,2025-09-14,6,0.2037404123794849,0,0,True
2025-09-14,3,6,2025-09-14,1,0.515556967365995,1,1,True
2025-09-14,3,7,2025-09-14,1,0.7166617426167275,1,1,True
2025-09-14,3,8,2025-09-14,1,0.4698796445371025,0,1,False
2025-09-14,3,9,2025-09-14,1,0.7201054761648438,1,1,True
2025-09-14,3,10,2025-09-14,2,0.6559548247180714,1,0,False
2025-09-14,3,11,2025-09-14,1,0.6175394316805265,1,1,True
2025-09-14,3,12,2025-09-14,1,0.7522420077464314,1,1,True
2025-09-15,4,1,2025-09-15,1,0.6123138337030779,1,1,True
2025-09-15,4,2,2025-09-15,6,0.3243992560412224,0,0,True
2025-09-15,4,3,2025-09-15,1,0.46925317027546537,0,1,False
2025-09-15,4,4,2025-09-15,1,0.46367110139687046,0,1,False
2025-09-15,4,5,2025-09-15,1,0.33928986667914834,0,1,False
2025-09-15,4,6,2025-09-15,1,0.3958989037332259,0,1,False
2025-09-15,4,7,2025-09-15,1,0.6011475159746642,1,1,True
2025-09-15,4,8,2025-09-15,2,0.6653712095199711,1,0,False
2025-09-15,4,9,2025-09-15,1,0.2895090758443932,0,1,False
2025-09-15,4,10,2025-09-15,4,0.47845663977799496,0,0,True
2025-09-15,4,11,2025-09-15,3,0.6847718602520112,1,0,False
2025-09-15,4,12,2025-09-15,2,0.6905547474061031,1,0,False
2025-09-16,5,1,2025-09-16,1,0.6185597315527713,1,1,True
2025-09-16,5,2,2025-09-16,1,0.6146538848722765,1,1,True
2025-09-16,5,3,2025-09-16,2,0.1600593792123454,0,0,True
2025-09-16,5,4,2025-09-16,1,0.4543388225465888,0,1,False
2025-09-16,5,5,2025-09-16,3,0.2986565078281674,0,0,True
2025-09-16,5,6,2025-09-16,4,0.7229824819102973,1,0,False
2025-09-16,5,7,2025-09-16,2,0.21809591689067653,0,0,True
2025-09-16,5,8,2025-09-16,1,0.7346203843504985,1,1,True
2025-09-16,5,9,2025-09-16,1,0.5415908488618112,1,1,True
2025-09-16,5,10,2025-09-16,1,0.6791861924278639,1,1,True
2025-09-16,5,11,2025-09-16,1,0.876390084205203,1,1,True
2025-09-16,5,12,2025-09-16,1,0.3717924836115676,0,1,False
2025-09-17,6,1,2025-09-17,1,0.7264728712759346,1,1,True
2025-09-17,6,2,2025-09-17,5,0.046939549595510006,0,0,True
2025-09-17,6,3,2025-09-17,2,0.36586968146837445,0,0,True
2025-09-17,6,4,2025-09-17,2,0.5486232801186598,1,0,False
2025-09-17,6,5,2025-09-17,1,0.7084032663707749,1,1,True
2025-09-17,6,6,2025-09-17,1,0.6475016947652119,1,1,True
2025-09-17,6,7,2025-09-17,1,0.793027797618771,1,1,True
2025-09-17,6,8,2025-09-17,1,0.8458692795049355,1,1,True
2025-09-17,6,9,2025-09-17,3,0.5722757520245851,1,0,False
2025-09-17,6,10,2025-09-17,3,0.7068438604084649,1,0,False
2025-09-17,6,11,2025-09-17,1,0.891527593515662,1,1,True
2025-09-18,7,1,2025-09-18,1,0.38489044958167007,0,1,False
2025-09-18,7,2,2025-09-18,1,0.47247844561941077,0,1,False
2025-09-18,7,3,2025-09-18,1,0.4613888655742138,0,1,False
2025-09-18,7,4,2025-09-18,1,0.38670044406185,0,1,False
2025-09-18,7,5,2025-09-18,1,0.5484468909008396,1,1,True
2025-09-18,7,6,2025-09-18,1,0.6558079593617843,1,1,True
2025-09-18,7,7,2025-09-18,2,0.19447329741807487,0,0,True
2025-09-18,7,8,2025-09-18,1,0.7597495950304898,1,1,True
2025-09-18,7,9,2025-09-18,1,0.6935305684100179,1,1,True
2025-09-18,7,10,2025-09-18,1,0.6933985635680797,1,1,True
2025-09-18,7,11,2025-09-18,1,0.472545275687241,0,1,False
2025-09-18,7,12,2025-09-18,1,0.9167951909100327,1,1,True
2025-09-25,1,1,2025-09-25,6,0.29713338643049686,0,0,True
2025-09-25,1,2,2025-09-25,3,0.27102836426597354,0,0,True
2025-09-25,1,3,2025-09-25,1,0.3874164176059626,0,1,False
2025-09-25,1,4,2025-09-25,3,0.17831184567069935,0,0,True
2025-09-25,1,5,2025-09-25,3,0.44328845672466516,0,0,True
2025-09-25,1,6,2025-09-25,1,0.5736590838622799,1,1,True
2025-09-25,1,7,2025-09-25,1,0.7286938965900709,1,1,True
2025-09-25,1,8,2025-09-25,2,0.40916975791258325,0,0,True
2025-09-25,1,9,2025-09-25,1,0.771938011337359,1,1,True
2025-09-25,1,10,2025-09-25,1,0.5949992745915798,1,1,True
2025-09-25,1,11,2025-09-25,1,0.9029830239919585,1,1,True
2025-09-25,1,12,2025-09-25,1,0.8557200835672018,1,1,True
2025-09-26,2,1,2025-09-26,1,0.7359764193622768,1,1,True
2025-09-26,2,2,2025-09-26,4,0.4077542820025723,0,0,True
2025-09-26,2,3,2025-09-26,1,0.5108465588185922,1,1,True
2025-09-26,2,4,2025-09-26,2,0.12743530154522717,0,0,True
2025-09-26,2,5,2025-09-26,2,0.45353242629372276,0,0,True
2025-09-26,2,6,2025-09-26,4,0.680734550185968,1,0,False
2025-09-26,2,7,2025-09-26,2,0.16082140340068804,0,0,True
2025-09-26,2,8,2025-09-26,1,0.6904170024958663,1,1,True
2025-09-26,2,9,2025-09-26,1,0.8887478365858086,1,1,True
2025-09-26,2,10,2025-09-26,1,0.6880385075727226,1,1,True
2025-09-26,2,11,2025-09-26,1,0.8355746346813514,1,1,True
2025-09-26,2,12,2025-09-26,1,0.7698937686334494,1,1,True
2025-09-27,3,1,2025-09-27,3,0.021936186669906783,0,0,True
2025-09-27,3,2,2025-09-27,2,0.3988134882861691,0,0,True
2025-09-27,3,3,2025-09-27,2,0.3136448795329036,0,0,True
2025-09-27,3,4,2025-09-27,4,0.514319718182974,1,0,False
2025-09-27,3,5,2025-09-27,3,0.24456629605125438,0,0,True
2025-09-27,3,6,2025-09-27,1,0.6486131449487508,1,1,True
2025-09-27,3,7,2025-09-27,4,0.3951861801144677,0,0,True
2025-09-27,3,8,2025-09-27,1,0.7813637635265283,1,1,True
2025-09-27,3,9,2025-09-27,4,0.4558795758559117,0,0,True
2025-09-27,3,10,2025-09-27,1,0.8114575975301771,1,1,True
2025-09-27,3,11,2025-09-27,2,0.8119916771607157,1,0,False
2025-09-27,3,12,2025-09-27,1,0.812148693302559,1,1,True
2025-09-28,4,1,2025-09-28,1,0.13074986687263032,0,1,False
2025-09-28,4,3,2025-09-28,4,0.04926361710277686,0,0,True
2025-09-28,4,4,2025-09-28,5,0.06676326382722692,0,0,True
2025-09-28,4,5,2025-09-28,2,0.19126340032371195,0,0,True
2025-09-28,4,6,2025-09-28,1,0.6873163621238234,1,1,True
2025-09-28,4,8,2025-09-28,1,0.5859175655908998,1,1,True
2025-09-28,4,9,2025-09-28,6,0.41283206103165854,0,0,True
2025-09-28,4,10,2025-09-28,1,0.8555113572345793,1,1,True
2025-09-28,4,11,2025-09-28,1,0.7220764927764768,1,1,True
2025-09-28,4,12,2025-09-28,2,0.8519647272961128,1,0,False
2025-09-29,5,1,2025-09-29,2,0.5574311410075439,1,0,False
2025-09-29,5,2,2025-09-29,6,0.3405767056503391,0,0,True
2025-09-29,5,3,2025-09-29,1,0.7881662064496668,1,1,True
2025-09-29,5,4,2025-09-29,1,0.6470810033156326,1,1,True
2025-09-29,5,5,2025-09-29,1,0.8416088011850807,1,1,True
2025-09-29,5,6,2025-09-29,2,0.526667940250445,1,0,False
2025-09-29,5,7,2025-09-29,3,0.35781809882308924,0,0,True
2025-09-29,5,8,2025-09-29,1,0.5668645695332324,1,1,True
2025-09-29,5,9,2025-09-29,1,0.5274050338335857,1,1,True
2025-09-29,5,10,2025-09-29,1,0.809346193619848,1,1,True
2025-09-29,5,11,2025-09-29,1,0.8278033300544428,1,1,True
2025-09-29,5,12,2025-09-29,1,0.6920077286240377,1,1,True
2025-09-30,6,1,2025-09-30,3,0.1875813716700988,0,0,True
2025-09-30,6,2,2025-09-30,1,0.8017078962634125,1,1,True
2025-09-30,6,3,2025-09-30,1,0.7920616582052752,1,1,True
2025-09-30,6,4,2025-09-30,3,0.46044188194217006,0,0,True
2025-09-30,6,5,2025-09-30,1,0.5833921594671495,1,1,True
2025-09-30,6,6,2025-09-30,1,0.7879533840684688,1,1,True
2025-09-30,6,7,2025-09-30,1,0.85858885158389,1,1,True
2025-09-30,6,8,2025-09-30,1,0.6241904052373792,1,1,True
2025-09-30,6,9,2025-09-30,1,0.7166681402270068,1,1,True
2025-09-30,6,10,2025-09-30,1,0.8780929919187204,1,1,True
2025-09-30,6,11,2025-09-30,1,0.857744956220812,1,1,True
2025-09-30,6,12,2025-09-30,1,0.8432698548477581,1,1,True
2025-10-11,1,1,2025-10-11,1,0.28878106558027866,0,1,False
2025-10-11,1,2,2025-10-11,4,0.1710336326819077,0,0,True
2025-10-11,1,3,2025-10-11,2,0.30040659785501705,0,0,True
2025-10-11,1,4,2025-10-11,1,0.10147193367530935,0,1,False
2025-10-11,1,5,2025-10-11,1,0.3773067766398815,0,1,False
2025-10-11,1,6,2025-10-11,6,0.3769115796740474,0,0,True
2025-10-11,1,7,2025-10-11,2,0.4675420299666085,0,0,True
2025-10-11,1,8,2025-10-11,1,0.21229097887154683,0,1,False
2025-10-11,1,9,2025-10-11,1,0.2481607344772655,0,1,False
2025-10-11,1,11,2025-10-11,2,0.3361409266374576,0,0,True
2025-10-11,1,12,2025-10-11,1,0.6128978544095487,1,1,True
2025-10-12,2,1,2025-10-12,1,0.3256723319137754,0,1,False
2025-10-12,2,2,2025-10-12,5,0.2917723986634556,0,0,True
2025-10-12,2,3,2025-10-12,3,0.3444379453146203,0,0,True
2025-10-12,2,4,2025-10-12,5,0.09773716420925006,0,0,True
2025-10-12,2,5,2025-10-12,3,0.6846152639250463,1,0,False
2025-10-12,2,6,2025-10-12,1,0.4287798841411757,0,1,False
2025-10-12,2,7,2025-10-12,1,0.34366232082445713,0,1,False
2025-10-12,2,8,2025-10-12,1,0.84584958573958,1,1,True
2025-10-12,2,9,2025-10-12,1,0.4180249262106117,0,1,False
2025-10-12,2,10,2025-10-12,1,0.8451780823553524,1,1,True
2025-10-12,2,11,2025-10-12,2,0.6018978223431414,1,0,False
2025-10-12,2,12,2025-10-12,3,0.1237224436659572,0,0,True
2025-10-13,3,1,2025-10-13,1,0.41833182868161745,0,1,False
2025-10-13,3,3,2025-10-13,5,0.712342415081466,1,0,False
2025-10-13,3,4,2025-10-13,4,0.0622006132743625,0,0,True
2025-10-13,3,6,2025-10-13,1,0.6843462826649568,1,1,True
2025-10-13,3,7,2025-10-13,2,0.36994625867574255,0,0,True
2025-10-13,3,8,2025-10-13,1,0.5826268215512607,1,1,True
2025-10-13,3,9,2025-10-13,5,0.17803772953202587,0,0,True
2025-10-13,3,10,2025-10-13,1,0.46403457618768046,0,1,False
2025-10-13,3,11,2025-10-13,2,0.24424598466317254,0,0,True
2025-10-13,3,12,2025-10-13,1,0.8440679201810306,1,1,True
2025-10-14,4,1,2025-10-14,1,0.5186471604096596,1,1,True
2025-10-14,4,2,2025-10-14,4,0.5903832499390793,1,0,False
2025-10-14,4,4,2025-10-14,4,0.4651218651496172,0,0,True
2025-10-14,4,5,2025-10-14,3,0.6482474516029452,1,0,False
2025-10-14,4,6,2025-10-14,3,0.6227769667694173,1,0,False
2025-10-14,4,7,2025-10-14,1,0.2752899032119761,0,1,False
2025-10-14,4,10,2025-10-14,5,0.23019543915092044,0,0,True
2025-10-14,4,11,2025-10-14,6,0.5572399600021478,1,0,False
2025-10-14,4,12,2025-10-14,1,0.8304945267443328,1,1,True
2025-10-15,5,1,2025-10-15,1,0.2868819827496298,0,1,False
2025-10-15,5,2,2025-10-15,1,0.6541704105399804,1,1,True
2025-10-15,5,3,2025-10-15,3,0.626111912142143,1,0,False
2025-10-15,5,4,2025-10-15,1,0.45609042469667443,0,1,False
2025-10-15,5,5,2025-10-15,1,0.3599100233009095,0,1,False
2025-10-15,5,6,2025-10-15,1,0.13214368515175118,0,1,False
2025-10-15,5,7,2025-10-15,1,0.4216279131623187,0,1,False
2025-10-15,5,8,2025-10-15,1,0.8150767510975564,1,1,True
2025-10-15,5,9,2025-10-15,1,0.6880007201873131,1,1,True
2025-10-15,5,10,2025-10-15,1,0.5083729443543156,1,1,True
2025-10-15,5,11,2025-10-15,1,0.5173329618492641,1,1,True
2025-10-15,5,12,2025-10-15,1,0.2235171260989448,0,1,False
2025-10-16,6,1,2025-10-16,5,0.19867080156052547,0,0,True
2025-10-16,6,2,2025-10-16,1,0.25552380057826557,0,1,False
2025-10-16,6,5,2025-10-16,5,0.5873193141184747,1,0,False
2025-10-16,6,6,2025-10-16,4,0.2830329567864053,0,0,True
2025-10-16,6,7,2025-10-16,2,0.6261887371611721,1,0,False
2025-10-16,6,8,2025-10-16,1,0.19365995973857753,0,1,False
2025-10-16,6,9,2025-10-16,1,0.3495438245127109,0,1,False
2025-10-16,6,10,2025-10-16,1,0.38104039345999663,0,1,False
2025-10-16,6,11,2025-10-16,1,0.8507498122335962,1,1,True
2025-10-16,6,12,2025-10-16,3,0.5123285548156743,1,0,False
2025-10-19,1,1,2025-10-19,1,0.7978799124952247,1,1,True
2025-10-19,1,2,2025-10-19,5,0.5344331634098677,1,0,False
2025-10-19,1,4,2025-10-19,5,0.04048467404739105,0,0,True
2025-10-19,1,5,2025-10-19,4,0.21810349675835247,0,0,True
2025-10-19,1,6,2025-10-19,1,0.30757216798442877,0,1,False
2025-10-19,1,7,2025-10-19,1,0.5990860038140937,1,1,True
2025-10-19,1,8,2025-10-19,1,0.8205395703902508,1,1,True
2025-10-19,1,9,2025-10-19,2,0.6479584468041817,1,0,False
2025-10-19,1,11,2025-10-19,1,0.7832872805670734,1,1,True
2025-10-19,1,12,2025-10-19,3,0.7847924776230473,1,0,False
2025-10-20,2,1,2025-10-20,4,0.49166436355125726,0,0,True
2025-10-20,2,2,2025-10-20,5,0.0853299318150425,0,0,True
2025-10-20,2,3,2025-10-20,1,0.4609805700739465,0,1,False
2025-10-20,2,4,2025-10-20,1,0.505321702509935,1,1,True
2025-10-20,2,5,2025-10-20,2,0.47622927651636965,0,0,True
2025-10-20,2,6,2025-10-20,2,0.5640744530745513,1,0,False
2025-10-20,2,7,2025-10-20,1,0.4661080934147085,0,1,False
2025-10-20,2,8,2025-10-20,1,0.7311775217190931,1,1,True
2025-10-20,2,9,2025-10-20,5,0.2878570778584766,0,0,True
2025-10-20,2,10,2025-10-20,2,0.14937738988326313,0,0,True
2025-10-20,2,11,2025-10-20,1,0.8222968721437014,1,1,True
2025-10-20,2,12,2025-10-20,1,0.5707193578775411,1,1,True
2025-10-21,3,1,2025-10-21,3,0.43606417120313895,0,0,True
2025-10-21,3,2,2025-10-21,6,0.41363071969703075,0,0,True
2025-10-21,3,3,2025-10-21,1,0.47780646544887206,0,1,False
2025-10-21,3,4,2025-10-21,2,0.3238371435746156,0,0,True
2025-10-21,3,5,2025-10-21,2,0.6175817168214247,1,0,False
2025-10-21,3,6,2025-10-21,3,0.5235251888974918,1,0,False
2025-10-21,3,7,2025-10-21,3,0.1188980314453049,0,0,True
2025-10-21,3,8,2025-10-21,1,0.7431310462324952,1,1,True
2025-10-21,3,9,2025-10-21,1,0.7994072120020778,1,1,True
2025-10-21,3,10,2025-10-21,1,0.6690033051740993,1,1,True
2025-10-21,3,11,2025-10-21,1,0.5671057443055235,1,1,True
2025-10-21,3,12,2025-10-21,1,0.8101401813393043,1,1,True
2025-10-22,4,1,2025-10-22,3,0.31691912122475274,0,0,True
2025-10-22,4,2,2025-10-22,5,0.24415371009844297,0,0,True
2025-10-22,4,3,2025-10-22,2,0.6294823236568025,1,0,False
2025-10-22,4,4,2025-10-22,3,0.05158785549336436,0,0,True
2025-10-22,4,5,2025-10-22,2,0.07103825895067088,0,0,True
2025-10-22,4,6,2025-10-22,3,0.23288407148171578,0,0,True
2025-10-22,4,7,2025-10-22,1,0.7373593558485961,1,1,True
2025-10-22,4,8,2025-10-22,1,0.8789261408979397,1,1,True
2025-10-22,4,9,2025-10-22,1,0.8414580256503202,1,1,True
2025-10-22,4,10,2025-10-22,1,0.7529761775771063,1,1,True
2025-10-22,4,11,2025-10-22,1,0.7121102380650175,1,1,True
2025-10-22,4,12,2025-10-22,3,0.8185558921336856,1,0,False
2025-10-23,5,1,2025-10-23,3,0.21983010836712427,0,0,True
2025-10-23,5,2,2025-10-23,3,0.12465763962233913,0,0,True
2025-10-23,5,3,2025-10-23,2,0.6255842321063133,1,0,False
2025-10-23,5,4,2025-10-23,3,0.10246077043358212,0,0,True
2025-10-23,5,5,2025-10-23,4,0.11532778031005375,0,0,True
2025-10-23,5,6,2025-10-23,4,0.6369869965305182,1,0,False
2025-10-23,5,7,2025-10-23,1,0.5374984907835493,1,1,True
2025-10-23,5,8,2025-10-23,4,0.3520438509514678,0,0,True
2025-10-23,5,9,2025-10-23,1,0.8156894103580161,1,1,True
2025-10-23,5,10,2025-10-23,1,0.6961901495045023,1,1,True
2025-10-23,5,11,2025-10-23,1,0.8317125509924482,1,1,True
2025-10-23,5,12,2025-10-23,1,0.860318618067776,1,1,True
2025-10-24,6,1,2025-10-24,1,0.7868028288999708,1,1,True
2025-10-24,6,2,2025-10-24,2,0.26662223286334685,0,0,True
2025-10-24,6,3,2025-10-24,3,0.5962091950711622,1,0,False
2025-10-24,6,4,2025-10-24,1,0.6179472350225396,1,1,True
2025-10-24,6,5,2025-10-24,1,0.8499159780458774,1,1,True
2025-10-24,6,6,2025-10-24,5,0.19179496130376827,0,0,True
2025-10-24,6,7,2025-10-24,1,0.7469455444066357,1,1,True
2025-10-24,6,8,2025-10-24,1,0.7433426954948992,1,1,True
2025-10-24,6,9,2025-10-24,1,0.8286026344494845,1,1,True
2025-10-24,6,10,2025-10-24,1,0.6759528078318172,1,1,True
2025-10-24,6,11,2025-10-24,2,0.816921331187846,1,0,False
2025-10-24,6,12,2025-10-24,1,0.4467725708881734,0,1,False
2025-10-25,7,1,2025-10-25,3,0.4638118781950777,0,0,True
2025-10-25,7,2,2025-10-25,1,0.49850795687623806,0,1,False
2025-10-25,7,3,2025-10-25,3,0.35799201085746263,0,0,True
2025-10-25,7,4,2025-10-25,2,0.639654769428805,1,0,False
2025-10-25,7,5,2025-10-25,1,0.4068732662670014,0,1,False
2025-10-25,7,6,2025-10-25,2,0.750385662776259,1,0,False
2025-10-25,7,7,2025-10-25,2,0.6152771217178876,1,0,False
2025-10-25,7,8,2025-10-25,1,0.7224164220592147,1,1,True
2025-10-25,7,9,2025-10-25,4,0.19572218391742424,0,0,True
2025-10-25,7,10,2025-10-25,1,0.7148524303028786,1,1,True
2025-10-25,7,11,2025-10-25,1,0.6876858536713593,1,1,True
2025-10-25,7,12,2025-10-25,1,0.6645332599979554,1,1,True
2025-10-30,1,1,2025-10-30,1,0.43502143019945283,0,1,False
2025-10-30,1,2,2025-10-30,5,0.24323475895688076,0,0,True
2025-10-30,1,3,2025-10-30,6,0.02204177476677747,0,0,True
2025-10-30,1,4,2025-10-30,6,0.04697922092973924,0,0,True
2025-10-30,1,5,2025-10-30,1,0.6113884909808328,1,1,True
2025-10-30,1,6,2025-10-30,3,0.3601718643056178,0,0,True
2025-10-30,1,7,2025-10-30,3,0.5907733570866871,1,0,False
2025-10-30,1,8,2025-10-30,1,0.7170816755966821,1,1,True
2025-10-30,1,9,2025-10-30,1,0.5720333714814836,1,1,True
2025-10-30,1,10,2025-10-30,1,0.6430723414286624,1,1,True
2025-10-30,1,11,2025-10-30,2,0.549383558635264,1,0,False
2025-10-30,1,12,2025-10-30,4,0.1384661765893816,0,0,True
2025-10-31,2,1,2025-10-31,6,0.06899192757577416,0,0,True
2025-10-31,2,2,2025-10-31,1,0.3649654255063918,0,1,False
2025-10-31,2,3,2025-10-31,4,0.35423581911720703,0,0,True
2025-10-31,2,4,2025-10-31,1,0.25889667471312644,0,1,False
2025-10-31,2,6,2025-10-31,2,0.2845987355254329,0,0,True
2025-10-31,2,7,2025-10-31,1,0.8643043199029521,1,1,True
2025-10-31,2,8,2025-10-31,1,0.3884807318134356,0,1,False
2025-10-31,2,10,2025-10-31,1,0.30789698647424607,0,1,False
2025-10-31,2,11,2025-10-31,5,0.8331157429805579,1,0,False
2025-10-31,2,12,2025-10-31,2,0.48484644351826667,0,0,True
2025-11-01,3,1,2025-11-01,1,0.4841878675850511,0,1,False
2025-11-01,3,2,2025-11-01,1,0.5888533760557856,1,1,True
2025-11-01,3,3,2025-11-01,5,0.13588150218893782,0,0,True
2025-11-01,3,4,2025-11-01,1,0.47415036698170304,0,1,False
2025-11-01,3,5,2025-11-01,1,0.7201866044440646,1,1,True
2025-11-01,3,6,2025-11-01,1,0.6806207540264514,1,1,True
2025-11-01,3,7,2025-11-01,1,0.6690860518666952,1,1,True
2025-11-01,3,8,2025-11-01,1,0.2615144702934669,0,1,False
2025-11-01,3,9,2025-11-01,1,0.7371664732712431,1,1,True
2025-11-01,3,10,2025-11-01,4,0.41797301588909325,0,0,True
2025-11-01,3,11,2025-11-01,5,0.6066174677082854,1,0,False
2025-11-01,3,12,2025-11-01,6,0.40942442669637874,0,0,True
2025-11-02,4,1,2025-11-02,1,0.30947408078789806,0,1,False
2025-11-02,4,3,2025-11-02,4,0.2706704298090031,0,0,True
2025-11-02,4,4,2025-11-02,2,0.43557373093543916,0,0,True
2025-11-02,4,5,2025-11-02,2,0.4284395831521372,0,0,True
2025-11-02,4,7,2025-11-02,1,0.50687030851976,1,1,True
2025-11-02,4,8,2025-11-02,2,0.8579004316927403,1,0,False
2025-11-02,4,9,2025-11-02,2,0.06915918995778532,0,0,True
2025-11-02,4,10,2025-11-02,4,0.09901022663028042,0,0,True
2025-11-02,4,11,2025-11-02,1,0.9016714619194394,1,1,True
2025-11-02,4,12,2025-11-02,1,0.7406001600679267,1,1,True
2025-11-07,1,1,2025-11-07,1,0.7251375772875673,1,1,True
2025-11-07,1,2,2025-11-07,1,0.6511871094887463,1,1,True
2025-11-07,1,3,2025-11-07,1,0.8024951857117677,1,1,True
2025-11-07,1,4,2025-11-07,1,0.8473893586456193,1,1,True
2025-11-07,1,5,2025-11-07,1,0.7328804035165822,1,1,True
2025-11-07,1,6,2025-11-07,1,0.8449519818057671,1,1,True
2025-11-07,1,7,2025-11-07,2,0.6289340471119884,1,0,False
2025-11-07,1,8,2025-11-07,1,0.6734647215216998,1,1,True
2025-11-07,1,9,2025-11-07,2,0.6324015418522607,1,0,False
2025-11-07,1,10,2025-11-07,3,0.8127017412822819,1,0,False
2025-11-07,1,11,2025-11-07,1,0.6794102487589472,1,1,True
2025-11-07,1,12,2025-11-07,1,0.6947731792434161,1,1,True
2025-11-08,2,1,2025-11-08,4,0.4637104587152695,0,0,True
2025-11-08,2,2,2025-11-08,1,0.7971445897561372,1,1,True
2025-11-08,2,3,2025-11-08,1,0.8373192387229446,1,1,True
2025-11-08,2,4,2025-11-08,6,0.7997497723918868,1,0,False
2025-11-08,2,5,2025-11-08,3,0.8510912581419026,1,0,False
2025-11-08,2,6,2025-11-08,1,0.8329462071100258,1,1,True
2025-11-08,2,7,2025-11-08,2,0.8822824904880341,1,0,False
2025-11-08,2,8,2025-11-08,1,0.8684565467291442,1,1,True
2025-11-08,2,9,2025-11-08,1,0.767466797010971,1,1,True
2025-11-08,2,10,2025-11-08,5,0.4952354790201137,0,0,True
2025-11-08,2,11,2025-11-08,1,0.8655812954254771,1,1,True
2025-11-08,2,12,2025-11-08,1,0.8771408724639067,1,1,True
2025-11-09,3,1,2025-11-09,1,0.8653894404135665,1,1,True
2025-11-09,3,2,2025-11-09,1,0.8095683059241947,1,1,True
2025-11-09,3,3,2025-11-09,1,0.825831295115583,1,1,True
2025-11-09,3,4,2025-11-09,1,0.7426016339919805,1,1,True
2025-11-09,3,6,2025-11-09,2,0.8758195742501116,1,0,False
2025-11-09,3,7,2025-11-09,3,0.5524883679850279,1,0,False
2025-11-09,3,8,2025-11-09,2,0.8950935664644049,1,0,False
2025-11-09,3,9,2025-11-09,6,0.7890656757798756,1,0,False
2025-11-09,3,10,2025-11-09,1,0.8883150825801607,1,1,True
2025-11-09,3,11,2025-11-09,1,0.5229073039804477,1,1,True
2025-11-09,3,12,2025-11-09,1,0.8966913091145731,1,1,True
2025-11-10,4,2,2025-11-10,1,0.8195877855264037,1,1,True
2025-11-10,4,3,2025-11-10,5,0.8879748836453941,1,0,False
2025-11-10,4,4,2025-11-10,4,0.8262751531331417,1,0,False
2025-11-10,4,5,2025-11-10,2,0.4859347030395228,0,0,True
2025-11-10,4,6,2025-11-10,3,0.7532361489881904,1,0,False
2025-11-10,4,7,2025-11-10,1,0.5280749455088993,1,1,True
2025-11-10,4,8,2025-11-10,1,0.6992061500801425,1,1,True
2025-11-10,4,9,2025-11-10,1,0.7566932839314326,1,1,True
2025-11-10,4,10,2025-11-10,1,0.8204847339987548,1,1,True
2025-11-10,4,11,2025-11-10,1,0.8297478410703011,1,1,True
2025-11-10,4,12,2025-11-10,6,0.7416123907463466,1,0,False
2025-11-11,5,1,2025-11-11,1,0.7828193245817917,1,1,True
2025-11-11,5,2,2025-11-11,1,0.686348408089195,1,1,True
2025-11-11,5,3,2025-11-11,2,0.8792122052058413,1,0,False
2025-11-11,5,4,2025-11-11,1,0.8132678405353037,1,1,True
2025-11-11,5,5,2025-11-11,1,0.8315377132288714,1,1,True
2025-11-11,5,6,2025-11-11,2,0.8321344880910607,1,0,False
2025-11-11,5,7,2025-11-11,1,0.8386457809258001,1,1,True
2025-11-11,5,8,2025-11-11,1,0.868166683632788,1,1,True
2025-11-11,5,9,2025-11-11,1,0.8234282403207177,1,1,True
2025-11-11,5,10,2025-11-11,1,0.8187625302273907,1,1,True
2025-11-11,5,11,2025-11-11,1,0.7502431556873056,1,1,True
2025-11-11,5,12,2025-11-11,1,0.8991638495891077,1,1,True
2025-11-12,6,1,2025-11-12,2,0.6829414070578426,1,0,False
2025-11-12,6,2,2025-11-12,6,0.8581801709177398,1,0,False
2025-11-12,6,3,2025-11-12,1,0.6137071659483364,1,1,True
2025-11-12,6,5,2025-11-12,1,0.8407332033407685,1,1,True
2025-11-12,6,6,2025-11-12,1,0.8144411251381904,1,1,True
2025-11-12,6,7,2025-11-12,4,0.5859894918653451,1,0,False
2025-11-12,6,8,2025-11-12,1,0.8780619432481453,1,1,True
2025-11-12,6,9,2025-11-12,1,0.4671095599479945,0,1,False
2025-11-12,6,10,2025-11-12,1,0.901746187514485,1,1,True
2025-11-12,6,11,2025-11-12,2,0.7932094501233472,1,0,False
2025-11-12,6,12,2025-11-12,1,0.7294367330965569,1,1,True
2025-11-16,1,1,2025-11-16,4,0.31304292461625344,0,0,True
2025-11-16,1,2,2025-11-16,2,0.0892424421201929,0,0,True
2025-11-16,1,3,2025-11-16,2,0.13047744198540637,0,0,True
2025-11-16,1,4,2025-11-16,3,0.34763241546357054,0,0,True
2025-11-16,1,5,2025-11-16,4,0.24569014638043832,0,0,True
2025-11-16,1,7,2025-11-16,2,0.576072716163904,1,0,False
2025-11-16,1,8,2025-11-16,1,0.7072396692183595,1,1,True
2025-11-16,1,9,2025-11-16,1,0.5665121936441321,1,1,True
2025-11-16,1,10,2025-11-16,1,0.631454950214011,1,1,True
