開催日,日目,レース,実際3連単,予測3連単,予測確率,的中組み合わせ予測確率,的中組み合わせ予測順位,確率合計,NDCG@1,NDCG@3
2025-01-29,5,11,2-1-4,4-2-3,0.06062912683211882,0.013985382630101609,19,1.0000000000000002,0.23809523809523808,0.6467836570380316
2025-01-29,5,12,3-5-1,5-1-3,0.054817065135446166,0.04720728545683848,4,0.9999999999999994,0.49206349206349204,0.7990771411082037
2025-01-30,6,1,1-4-2,2-5-1,0.05348837311188038,0.009554411397950475,39,1.0000000000000004,0.23809523809523808,0.5373464585944212
2025-01-30,6,2,5-1-3,5-1-4,0.02780582148800185,0.02024456829506685,6,1.0000000000000002,1.0,0.9222730231585452
2025-01-30,6,3,4-2-1,1-2-4,0.06517098930758218,0.027908766077089715,12,1.0000000000000002,0.23809523809523808,0.733507507972155
2025-01-30,6,4,6-1-5,1-5-2,0.029900450364597538,0.012376700589396111,20,1.0,0.49206349206349204,0.4881692337423846
2025-01-30,6,5,6-5-2,5-1-6,0.07238169128499358,0.015312612530012018,21,1.0,0.49206349206349204,0.715008119946318
2025-01-30,6,6,1-3-2,1-3-4,0.07161059373114774,0.030330445171868285,7,1.0000000000000007,1.0,0.9555845846620258
2025-01-30,6,7,1-5-2,1-2-3,0.09498156534481499,0.054826044218002926,6,0.9999999999999998,1.0,0.8434925564461779
2025-01-30,6,8,1-3-2,4-2-1,0.0469315626966265,0.008102824965615759,36,0.9999999999999997,0.047619047619047616,0.4881692337423846
2025-01-30,6,9,1-2-4,1-2-6,0.018077574278702522,0.017283390641510264,3,0.9999999999999998,1.0,0.9222730231585452
2025-01-30,6,10,1-3-4,1-3-2,0.04977954127400966,0.02137687428777567,7,1.0,1.0,0.9333768769930387
2025-01-30,6,11,3-5-1,3-1-2,0.06371508871812201,0.013767415636501815,25,1.0000000000000002,1.0,0.8212848487771908
2025-01-30,6,12,3-2-1,6-4-3,0.02863698423491746,0.004695297065335384,78,1.0,0.015873015873015872,0.3818925049115116
2025-02-04,1,1,1-3-4,4-3-2,0.024833943299762105,0.01363964463366107,20,0.9999999999999998,0.23809523809523808,0.42259960060633583
2025-02-04,1,2,1-3-4,4-1-3,0.014407629801042604,0.013289800004244444,6,1.0000000000000004,0.23809523809523808,0.7800299030519541
2025-02-04,1,3,4-3-5,3-2-1,0.022820622915491594,0.004950021118284749,75,0.9999999999999998,0.49206349206349204,0.3678810013845306
2025-02-04,1,4,2-1-5,2-5-3,0.03355886994709205,0.013448447438474084,28,1.0,1.0,0.8434925564461779
2025-02-04,1,5,1-6-3,4-5-6,0.014938408380887034,0.005957606609666273,95,1.0000000000000002,0.015873015873015872,0.23225385061357692
2025-02-04,1,6,4-2-5,2-1-6,0.0581857455477303,0.005419585315394682,53,1.0,0.49206349206349204,0.3678810013845306
2025-02-04,1,8,2-1-5,1-6-5,0.0429719385958758,0.009989729242265107,35,1.0000000000000002,0.49206349206349204,0.4485156279184728
2025-02-04,1,11,4-5-6,1-2-6,0.03530280148154883,0.0028975684073639213,100,0.9999999999999999,0.015873015873015872,0.14342301993762857
2025-02-04,1,12,1-5-2,5-1-6,0.04324253469003631,0.02758491161028787,7,1.0000000000000004,0.49206349206349204,0.7911337568864476
2025-02-06,2,1,3-2-1,2-4-6,0.017013430783318184,0.004182522431850067,100,0.9999999999999998,0.49206349206349204,0.39881165813098
2025-02-06,2,2,2-1-3,6-4-5,0.02671640173837581,0.0017582867919126324,118,1.0,0.047619047619047616,0.08790375076516085
2025-02-06,2,3,1-2-4,5-4-2,0.04135557228094976,0.005638405518012583,58,0.9999999999999998,0.015873015873015872,0.2882998647215008
2025-02-06,2,4,6-1-3,6-2-4,0.02485233652309334,0.006764881845626226,63,1.0000000000000004,1.0,0.7261119737808113
2025-02-06,2,5,1-2-5,1-3-2,0.03798459502463209,0.023698791602529575,9,0.9999999999999994,1.0,0.9206927883521764
2025-02-06,2,6,6-2-4,3-6-4,0.034233380465252254,0.008361208670519251,45,0.9999999999999998,0.1111111111111111,0.6023682417000574
2025-02-06,2,7,1-4-6,6-3-1,0.021709017599892255,0.010120035639301592,38,1.0,0.23809523809523808,0.5653694656483832
2025-02-06,2,8,1-2-5,1-4-2,0.03898466437970671,0.009898645278034317,29,1.0000000000000002,1.0,0.9206927883521764
2025-02-06,2,10,1-2-3,1-2-5,0.03712483972326482,0.02507859505684777,7,0.9999999999999999,1.0,0.9555845846620258
2025-02-06,2,11,1-2-3,1-2-4,0.02263220526463239,0.012532504861433064,19,1.0000000000000004,1.0,0.9555845846620258
2025-02-06,2,12,1-2-5,4-1-6,0.028805891313558183,0.006605939180181321,64,0.9999999999999998,0.015873015873015872,0.469121995686135
2025-02-07,3,1,1-4-3,1-4-5,0.04649851543897234,0.03019721029176428,8,1.0000000000000002,1.0,0.9555845846620258
2025-02-07,3,2,2-5-4,2-5-6,0.0241594668100235,0.01636885749840408,7,1.0000000000000004,1.0,0.9333768769930387
2025-02-07,3,3,1-3-6,3-6-1,0.039327135345130916,0.02799041706636728,4,1.0000000000000002,0.49206349206349204,0.7990771411082037
2025-02-07,3,4,4-6-5,6-3-2,0.045663056275260835,0.007853912226827894,43,0.9999999999999999,0.49206349206349204,0.39008870905351767
2025-02-07,3,5,5-6-1,6-5-1,0.03289474357378625,0.028954866658057694,2,0.9999999999999998,0.49206349206349204,0.8688607337279024
2025-02-07,3,6,1-4-6,6-5-4,0.025936551677789417,0.008583839341466146,39,1.0000000000000002,0.23809523809523808,0.3877078042964865
2025-02-08,4,1,1-2-6,1-3-4,0.0602970474139551,0.0047231749554464495,57,0.9999999999999999,1.0,0.7652388346692668
