開催日,日目,レース,3連単,最終オッズ,予測オッズ,予測誤差
2024-09-28,3,4,2-1-4,18.0,30.69254534469711,12.692545344697109
2024-09-28,3,5,1-2-5,10.4,17.53696510123106,7.136965101231061
2024-09-28,3,6,1-3-4,4.8,8.805814627995314,4.005814627995314
2024-09-28,3,7,2-1-3,23.7,21.3631269990698,-2.3368730009302006
2024-09-28,3,8,2-1-3,41.3,24.643279697330044,-16.656720302669953
2024-09-28,3,9,1-4-3,20.1,14.538761364885785,-5.561238635114217
2024-09-28,3,10,2-4-5,181.1,123.94110566472348,-57.158894335276514
2024-09-28,3,11,1-4-3,15.8,18.39984420025083,2.5998442002508284
2024-09-28,3,12,1-2-6,19.8,22.539907039731155,2.739907039731154
2024-09-29,4,1,1-3-2,18.7,12.299048162400032,-6.400951837599967
2024-09-29,4,2,1-3-6,13.8,29.11246198891998,15.312461988919978
2024-09-29,4,3,1-5-6,19.0,27.269756890647255,8.269756890647255
2024-09-29,4,4,2-5-6,97.0,60.18266955939615,-36.81733044060385
2024-09-29,4,5,1-6-3,19.0,42.254561222603556,23.254561222603556
2024-09-29,4,6,4-5-1,49.0,43.51742169514996,-5.482578304850037
2024-09-29,4,7,1-3-6,9.6,25.799040045810465,16.199040045810463
2024-09-29,4,8,1-3-4,8.6,13.917914465414382,5.317914465414383
2024-09-29,4,9,2-1-6,26.8,54.6333179605772,27.8333179605772
2024-09-29,4,10,1-2-3,5.6,7.986743067253791,2.386743067253791
2024-09-29,4,11,4-3-1,140.1,119.85149033395504,-20.248509666044953
2024-09-29,4,12,1-6-3,61.5,54.35903915392746,-7.140960846072538
2024-09-30,5,1,1-2-5,22.5,18.1656096422869,-4.334390357713101
2024-09-30,5,2,1-5-4,35.9,35.94549114089909,0.04549114089908812
2024-09-30,5,3,1-2-4,20.1,19.337327919433164,-0.762672080566837
2024-09-30,5,4,4-6-2,661.3,112.75005784164723,-548.5499421583527
2024-09-30,5,5,3-1-6,69.6,42.29173800012008,-27.308261999879917
2024-09-30,5,6,3-1-6,27.1,40.90662402359587,13.806624023595866
2024-09-30,5,7,1-6-3,28.3,25.41424488270437,-2.8857551172956306
2024-09-30,5,8,1-2-6,26.1,17.924866438227426,-8.175133561772576
2024-09-30,5,9,2-1-3,29.1,29.564033574199545,0.4640335741995436
2024-09-30,5,10,1-4-5,64.3,18.787758640251603,-45.512241359748394
2024-09-30,5,11,1-2-5,6.0,11.403010014256147,5.403010014256147
2024-09-30,5,12,1-6-5,105.2,53.94013082304476,-51.25986917695524
2024-10-05,1,1,2-3-6,80.9,98.0025677687902,17.102567768790195
2024-10-05,1,2,4-5-2,37.8,73.67804857861657,35.87804857861657
2024-10-05,1,4,1-2-5,9.1,19.965889766766963,10.865889766766964
2024-10-05,1,5,1-2-4,11.2,8.981654165315044,-2.218345834684955
2024-10-05,1,6,1-4-2,13.6,16.781035951321805,3.181035951321805
2024-10-05,1,7,1-2-6,26.7,20.00509269282638,-6.694907307173619
2024-10-05,1,8,2-1-5,52.0,47.62333566556651,-4.376664334433492
2024-10-05,1,9,2-1-4,46.7,20.175256880376153,-26.52474311962385
2024-10-05,1,10,3-2-4,125.5,119.07507114395999,-6.424928856040012
2024-10-05,1,12,1-4-5,31.8,24.000077215952324,-7.799922784047677
2024-10-06,2,1,2-5-4,57.4,95.58390004806621,38.183900048066214
2024-10-06,2,2,4-5-3,98.2,99.8538183782867,1.6538183782867009
2024-10-06,2,3,5-4-6,18.0,74.60298962754104,56.602989627541035
2024-10-06,2,4,4-3-6,43.8,74.33318504422152,30.533185044221526
2024-10-06,2,5,3-4-6,346.2,67.1953126673103,-279.0046873326897
2024-10-06,2,6,4-1-6,52.1,50.95504198871415,-1.1449580112858513
2024-10-06,2,8,1-6-2,169.8,48.144323189248375,-121.65567681075163
2024-10-06,2,9,3-6-1,64.3,112.70611631946775,48.406116319467756
2024-10-06,2,10,1-5-3,26.2,26.761832789212207,0.5618327892122075
2024-10-06,2,11,1-3-6,17.1,17.48502701975992,0.38502701975991727
2024-10-06,2,12,2-1-3,18.8,34.45353258816083,15.653532588160832
2024-10-07,3,1,1-5-2,16.4,24.356987679143362,7.956987679143364
2024-10-07,3,2,5-3-6,90.5,161.8836385248102,71.38363852481021
2024-10-07,3,3,5-2-4,41.1,80.06688607388676,38.96688607388676
2024-10-07,3,4,2-6-5,35.4,102.43639156300851,67.03639156300852
2024-10-07,3,5,1-3-2,28.9,15.64868704542676,-13.251312954573239
2024-10-07,3,6,3-4-6,41.2,28.505327461776755,-12.694672538223248
2024-10-07,3,7,2-1-4,15.8,28.171398401810034,12.371398401810033
2024-10-07,3,8,2-1-3,37.0,32.31768930781924,-4.6823106921807565
2024-10-07,3,9,1-5-2,33.2,31.40415885066745,-1.7958411493325528
2024-10-07,3,10,1-4-5,7.9,17.415083344254754,9.515083344254753
2024-10-07,3,11,2-1-4,38.5,33.0159001338768,-5.484099866123202
2024-10-07,3,12,5-1-4,878.7,173.0128529787016,-705.6871470212984
2024-10-08,4,1,4-3-2,61.4,115.89471822480085,54.494718224800856
2024-10-08,4,2,1-5-4,21.1,31.82502306342973,10.725023063429727
2024-10-08,4,5,2-3-1,149.5,72.07489211772481,-77.42510788227519
2024-10-08,4,6,1-3-6,19.0,34.462090710560354,15.462090710560354
2024-10-08,4,7,2-1-6,10.3,32.47046394443177,22.17046394443177
2024-10-08,4,8,1-2-4,3.9,5.508104910504715,1.6081049105047147
2024-10-08,4,9,1-3-5,9.3,14.659054295348286,5.359054295348285
2024-10-08,4,10,1-2-3,5.3,7.346697087628179,2.0466970876281794
2024-10-08,4,11,1-2-3,5.6,7.950614659608536,2.350614659608536
2024-10-08,4,12,1-4-6,54.8,30.034756039927515,-24.765243960072482
2024-10-09,5,1,5-1-6,50.0,118.52629113408422,68.52629113408422
2024-10-09,5,2,6-1-3,308.2,89.3316078963691,-218.86839210363087
2024-10-09,5,3,3-1-4,27.3,46.467738398555326,19.167738398555326
2024-10-09,5,4,1-3-4,8.4,19.614598217988764,11.214598217988764
2024-10-09,5,5,4-6-3,66.7,90.19706490139876,23.49706490139876
2024-10-09,5,6,1-4-3,12.8,16.301724788904174,3.5017247889041734
2024-10-09,5,7,1-3-6,27.4,30.257861286109442,2.8578612861094435
2024-10-09,5,8,1-2-5,36.8,18.192191482869784,-18.607808517130213
2024-10-09,5,9,4-2-3,191.9,95.262500766139,-96.637499233861
2024-10-09,5,10,6-1-2,129.3,135.95147563850134,6.651475638501324
2024-10-09,5,11,1-5-2,39.4,30.51131684652826,-8.888683153471739
2024-10-09,5,12,1-3-6,33.4,26.48425705625895,-6.915742943741048
2024-10-12,1,1,4-2-6,109.0,111.39543096355204,2.3954309635520445
2024-10-12,1,2,6-3-1,90.3,83.71350737534856,-6.5864926246514415
2024-10-12,1,3,2-6-1,197.3,65.20073682851934,-132.0992631714807
2024-10-12,1,4,5-2-4,457.3,134.02852341951768,-323.27147658048233
2024-10-12,1,5,3-4-5,21.8,61.50494606151323,39.704946061513226
2024-10-12,1,6,1-2-4,37.8,15.963235336313595,-21.836764663686402
2024-10-12,1,7,1-2-5,12.5,18.27063578678912,5.770635786789121
2024-10-12,1,8,1-4-2,6.4,9.678149265618401,3.278149265618401
2024-10-12,1,9,1-6-3,125.4,41.922067875270315,-83.47793212472969
2024-10-12,1,10,1-3-2,8.0,10.66406924368134,2.6640692436813396
2024-10-12,1,11,1-3-5,13.2,12.452523162178286,-0.7474768378217131
2024-10-12,1,12,1-3-4,19.1,19.777409208116097,0.6774092081160958
2024-10-13,2,1,3-1-2,22.8,36.30013565235727,13.500135652357269
2024-10-13,2,2,1-2-6,70.4,31.750090957566343,-38.64990904243366
2024-10-13,2,3,1-6-2,63.1,34.47650858447256,-28.62349141552744
2024-10-13,2,5,3-6-2,126.4,116.50569396672189,-9.894306033278113
2024-10-13,2,6,3-1-4,6.4,18.5817717236318,12.1817717236318
2024-10-13,2,7,1-4-6,54.8,30.753154417484396,-24.0468455825156
2024-10-13,2,8,1-6-4,23.9,44.731611322372295,20.831611322372297
2024-10-13,2,9,1-2-3,7.9,10.59114305704522,2.6911430570452204
2024-10-13,2,10,2-1-3,31.6,37.71091274401063,6.110912744010626
2024-10-13,2,11,1-3-5,16.1,15.31000267108521,-0.7899973289147919
2024-10-13,2,12,4-1-5,17.8,31.713354378315213,13.913354378315212
2024-10-14,3,1,1-4-2,15.6,14.471717548148941,-1.1282824518510584
2024-10-14,3,2,5-3-1,54.2,114.51021928541977,60.31021928541976
2024-10-14,3,3,6-4-5,123.0,130.53639856150656,7.536398561506559
2024-10-14,3,4,5-4-2,70.6,55.484877409313384,-15.11512259068661
2024-10-14,3,5,2-1-4,43.0,20.39072437546507,-22.60927562453493
2024-10-14,3,6,3-1-6,188.2,41.19789843329888,-147.0021015667011
2024-10-14,3,7,2-1-6,13.5,25.758459084418273,12.258459084418273
2024-10-14,3,8,1-4-2,6.1,8.498916891474945,2.3989168914749452
2024-10-14,3,9,1-3-2,12.9,11.996730887335627,-0.9032691126643737
2024-10-14,3,10,2-5-4,797.0,124.55702888326033,-672.4429711167397
2024-10-14,3,11,1-3-2,8.8,10.28309771435779,1.4830977143577897
2024-10-14,3,12,1-6-5,121.1,58.935334052035884,-62.16466594796411
2024-10-15,4,1,1-4-5,36.6,22.67654033395863,-13.92345966604137
2024-10-15,4,2,2-5-3,129.7,77.34561549659523,-52.35438450340476
2024-10-15,4,3,4-1-3,49.4,32.98240108308672,-16.417598916913278
2024-10-15,4,4,5-1-4,52.9,68.57437078061552,15.674370780615526
2024-10-15,4,5,2-3-5,31.3,59.93910012141087,28.639100121410866
2024-10-15,4,6,1-6-4,101.3,47.23972024733155,-54.06027975266845
2024-10-15,4,7,2-1-3,14.8,14.78840375959724,-0.011596240402759861
2024-10-15,4,8,1-4-2,6.1,8.089638058357082,1.989638058357082
2024-10-15,4,9,3-1-6,55.5,23.038563755212518,-32.46143624478748
2024-10-15,4,10,1-3-5,35.7,13.429857301328216,-22.270142698671787
2024-10-15,4,11,5-1-6,81.1,111.03357476596541,29.933574765965417
2024-10-15,4,12,1-4-3,15.1,14.944191596081035,-0.15580840391896444
2024-10-16,5,2,1-3-2,7.5,14.651798974011657,7.1517989740116565
2024-10-16,5,3,6-4-2,75.0,76.14438842119516,1.1443884211951598
2024-10-16,5,4,1-6-5,16.9,53.37428972087625,36.47428972087625
2024-10-16,5,6,1-3-4,4.2,9.44931804758549,5.249318047585489
2024-10-16,5,7,6-5-1,67.4,114.63189507234924,47.23189507234923
2024-10-16,5,8,1-2-4,5.2,4.92787493080908,-0.2721250691909205
2024-10-16,5,9,1-3-4,11.6,13.728636821937508,2.1286368219375085
2024-10-16,5,10,1-3-6,35.2,22.783940441506612,-12.41605955849339
2024-10-16,5,11,1-2-3,9.8,6.827900292975935,-2.972099707024066
2024-10-16,5,12,1-3-6,32.4,30.89623696055621,-1.5037630394437898
2024-10-17,6,1,1-4-3,28.1,17.37708930101839,-10.722910698981611
2024-10-17,6,2,1-2-4,7.0,13.545627748251352,6.545627748251352
2024-10-17,6,3,1-6-2,193.0,37.1277444583308,-155.8722555416692
2024-10-17,6,5,1-2-3,16.7,13.980235624892195,-2.719764375107804
2024-10-17,6,6,1-3-2,8.2,12.883470293502567,4.683470293502568
2024-10-17,6,7,2-3-1,203.5,31.383019019855197,-172.1169809801448
2024-10-17,6,8,1-3-2,9.2,10.448177680322917,1.248177680322918
2024-10-17,6,9,3-4-5,55.5,123.97508522388343,68.47508522388343
2024-10-17,6,10,4-1-6,140.2,67.52709789364407,-72.67290210635592
2024-10-17,6,11,3-1-2,42.5,40.62322505688229,-1.8767749431177094
2024-10-17,6,12,2-5-4,1417.1,185.8210119833643,-1231.2789880166356
2024-10-21,1,1,3-4-5,173.4,95.767322291078,-77.632677708922
2024-10-21,1,2,4-2-6,50.9,130.11965197586937,79.21965197586937
2024-10-21,1,3,3-2-6,71.1,45.00010800275746,-26.099891997242537
2024-10-21,1,4,5-6-3,51.0,80.66693436841567,29.666934368415667
2024-10-21,1,5,5-6-2,81.8,110.02940059120422,28.229400591204225
2024-10-21,1,6,1-2-4,21.3,14.716453173809377,-6.583546826190624
2024-10-21,1,7,1-2-3,26.1,14.585924107134431,-11.51407589286557
2024-10-21,1,8,1-2-5,11.7,15.832709206370438,4.132709206370439
2024-10-21,1,9,2-1-3,7.6,25.38085223050763,17.780852230507634
2024-10-21,1,10,3-2-5,465.8,113.13473027641899,-352.665269723581
2024-10-21,1,11,1-5-3,21.6,20.70919550766341,-0.8908044923365921
2024-10-21,1,12,1-4-6,13.6,28.29491736837411,14.694917368374112
2024-10-22,2,2,4-1-3,88.1,54.35293015734678,-33.74706984265321
2024-10-22,2,3,1-3-2,15.5,17.31610006951088,1.816100069510881
2024-10-22,2,4,3-4-2,138.3,71.60762538155993,-66.69237461844008
2024-10-22,2,5,2-1-5,12.3,47.35943558688508,35.05943558688507
2024-10-22,2,6,1-3-4,4.4,9.796909462334385,5.396909462334385
2024-10-22,2,7,4-5-1,193.2,65.7192134584533,-127.48078654154669
2024-10-22,2,8,2-4-1,84.3,60.30785142936168,-23.992148570638314
2024-10-22,2,9,1-5-6,130.5,60.58081253340585,-69.91918746659415
2024-10-22,2,10,3-2-1,46.6,128.05698461042755,81.45698461042755
2024-10-22,2,11,1-2-3,7.7,7.579497339242176,-0.12050266075782456
2024-10-22,2,12,1-2-3,9.0,8.292729822618437,-0.7072701773815631
2024-10-23,3,1,2-6-4,157.0,108.76639954700124,-48.23360045299876
2024-10-23,3,2,3-1-4,12.3,42.348797935972236,30.048797935972235
2024-10-23,3,3,1-3-2,8.8,19.211248602585794,10.411248602585793
2024-10-23,3,4,4-2-6,80.4,84.17373934105834,3.773739341058331
2024-10-23,3,5,5-4-3,183.5,138.44164841119496,-45.05835158880504
2024-10-23,3,6,3-4-1,19.9,33.58395994764332,13.683959947643324
2024-10-23,3,7,1-5-2,75.9,24.519381488704767,-51.38061851129524
2024-10-23,3,8,1-2-4,3.4,4.9653660946801095,1.5653660946801096
2024-10-23,3,9,1-3-4,10.6,12.75017423013838,2.150174230138381
2024-10-23,3,10,1-4-3,40.9,17.94500858100382,-22.95499141899618
2024-10-23,3,11,1-2-5,6.4,13.616039091247526,7.216039091247525
2024-10-23,3,12,1-3-6,20.8,27.08494841661869,6.28494841661869
2024-10-24,4,1,1-2-4,17.8,10.667376165682805,-7.1326238343171955
2024-10-24,4,2,1-6-5,661.4,61.281078707348165,-600.1189212926519
2024-10-24,4,3,1-3-6,79.6,45.25644248185323,-34.34355751814677
2024-10-24,4,4,2-4-5,13.8,60.627858804096604,46.82785880409661
2024-10-24,4,5,1-3-2,32.9,12.78806447279656,-20.11193552720344
2024-10-24,4,7,2-1-4,5.6,19.035359091205137,13.435359091205138
2024-10-24,4,8,1-5-2,39.1,37.392162751023086,-1.7078372489769151
2024-10-24,4,9,4-5-6,497.2,141.35466423875417,-355.8453357612458
2024-10-24,4,10,4-1-2,23.0,67.16109672806597,44.16109672806597
2024-10-24,4,12,1-2-4,12.8,10.0658136137141,-2.7341863862859004
2024-10-25,5,1,2-4-6,141.1,157.81376920430188,16.713769204301883
2024-10-25,5,2,1-3-2,19.5,14.447759534857925,-5.052240465142075
2024-10-25,5,3,1-2-3,10.3,19.80059827631048,9.50059827631048
2024-10-25,5,4,4-5-3,77.4,103.69015125940264,26.290151259402634
2024-10-25,5,5,1-6-3,13.8,35.76595011763053,21.96595011763053
2024-10-25,5,6,1-3-2,14.6,13.93597646450874,-0.6640235354912605
2024-10-25,5,7,4-1-2,56.1,42.98643150700887,-13.113568492991135
2024-10-25,5,8,1-4-6,27.4,30.849824299873955,3.4498242998739563
2024-10-25,5,9,1-3-2,8.4,16.78969819503411,8.389698195034109
2024-10-25,5,10,1-4-3,13.6,15.997461812285248,2.3974618122852487
2024-10-25,5,11,1-6-2,40.7,45.39969617596212,4.699696175962117
2024-10-25,5,12,1-6-2,19.0,48.511791139159534,29.511791139159534
2024-10-26,6,1,3-4-2,50.4,102.77573531747764,52.37573531747764
2024-10-26,6,2,1-3-2,40.2,16.29819521981869,-23.901804780181312
2024-10-26,6,3,1-5-4,34.5,37.59194745997753,3.0919474599775327
2024-10-26,6,5,1-4-6,9.0,29.350310293649972,20.350310293649972
2024-10-26,6,6,3-1-4,11.6,16.202485755175815,4.602485755175815
2024-10-26,6,7,1-5-4,9.9,33.376750092105794,23.476750092105796
2024-10-26,6,8,1-4-2,6.6,9.703319279673316,3.1033192796733164
2024-10-26,6,9,1-2-3,5.5,7.012575831579461,1.5125758315794613
2024-10-26,6,10,1-3-4,5.9,10.93691166706959,5.036911667069589
2024-10-26,6,11,4-1-2,82.8,58.55038834812284,-24.24961165187716
2024-10-26,6,12,1-2-4,4.9,7.915202100724068,3.0152021007240677
2024-10-27,7,1,1-4-3,16.3,15.081146637793356,-1.2188533622066444
2024-10-27,7,2,3-2-1,34.3,71.77462371054982,37.47462371054982
2024-10-27,7,3,1-2-4,19.4,21.333355240922714,1.9333552409227153
2024-10-27,7,4,1-2-3,12.7,19.27409373909801,6.574093739098011
2024-10-27,7,5,2-4-1,46.3,43.720059098405045,-2.579940901594952
2024-10-27,7,6,3-1-4,15.5,28.355893298268633,12.855893298268633
2024-10-27,7,7,1-2-6,4.5,21.23782690756611,16.73782690756611
2024-10-27,7,8,1-2-5,19.3,14.941359616629486,-4.358640383370515
2024-10-27,7,9,1-6-4,62.0,33.96055428969818,-28.03944571030182
2024-10-27,7,10,4-3-2,257.9,155.67839732209393,-102.22160267790605
2024-10-27,7,11,1-2-5,16.9,11.831649094186906,-5.068350905813093
2024-10-27,7,12,1-4-3,17.4,20.719424805371617,3.319424805371618
2024-10-31,1,2,2-1-4,19.5,33.69640721728571,14.19640721728571
2024-10-31,1,3,1-4-2,55.7,20.945521200621066,-34.75447879937894
2024-10-31,1,4,6-3-1,86.2,91.60088750478644,5.400887504786439
2024-10-31,1,5,3-1-5,26.7,45.07633075351477,18.376330753514768
2024-10-31,1,6,1-3-2,12.2,13.059571943621263,0.8595719436212637
2024-10-31,1,7,5-1-4,88.6,85.10910563624883,-3.490894363751167
2024-10-31,1,8,4-2-6,251.5,185.82081582656716,-65.67918417343284
2024-10-31,1,9,1-2-3,7.8,7.688721509441507,-0.11127849055849293
2024-10-31,1,10,1-2-3,4.4,7.423886503665076,3.023886503665076
2024-10-31,1,11,2-1-4,25.4,26.144537080308005,0.7445370803080067
2024-10-31,1,12,1-3-2,12.4,12.31487550840914,-0.08512449159086088
2024-11-01,2,1,1-3-4,11.3,10.2783479996244,-1.0216520003756013
2024-11-01,2,2,2-3-5,14.7,55.16611356101509,40.46611356101509
2024-11-01,2,3,3-6-5,104.4,73.9022793480508,-30.49772065194921
2024-11-01,2,4,3-6-4,130.3,91.7146981504588,-38.58530184954121
2024-11-01,2,5,2-4-1,162.8,52.93833795973133,-109.86166204026868
2024-11-01,2,6,1-2-4,17.3,13.863027687512112,-3.436972312487889
2024-11-01,2,7,1-3-5,36.2,17.657534156955933,-18.54246584304407
2024-11-01,2,8,2-1-4,27.3,30.257036135353836,2.9570361353538352
2024-11-01,2,9,3-2-1,37.6,89.9034136765502,52.3034136765502
2024-11-01,2,10,2-1-5,12.3,44.7765243585893,32.4765243585893
2024-11-01,2,11,1-2-4,6.1,11.557310956695035,5.457310956695036
2024-11-01,2,12,1-2-3,7.1,9.397980976859202,2.2979809768592023
2024-11-02,3,1,2-1-3,9.7,38.92299744567545,29.22299744567545
2024-11-02,3,2,1-2-5,15.4,15.409923442320084,0.009923442320083353
2024-11-02,3,3,3-2-1,22.1,64.25477119814131,42.15477119814131
2024-11-02,3,4,1-2-4,7.0,17.118227013482365,10.118227013482365
2024-11-02,3,5,1-2-4,13.4,10.484291783614326,-2.9157082163856742
2024-11-02,3,6,1-3-4,5.0,9.013265435213139,4.013265435213139
2024-11-02,3,7,1-3-2,20.3,21.46299787322109,1.1629978732210908
2024-11-02,3,8,1-5-2,49.2,35.16702506384506,-14.032974936154943
2024-11-02,3,9,1-3-2,28.3,14.171094819190344,-14.128905180809657
2024-11-02,3,10,1-3-5,10.7,14.895121705186602,4.195121705186603
2024-11-02,3,11,1-6-2,11.4,41.77531453818093,30.37531453818093
2024-11-02,3,12,2-1-4,22.8,31.50068929146024,8.70068929146024
2024-11-03,4,1,3-2-5,25.1,83.8923529394028,58.7923529394028
2024-11-03,4,3,1-6-3,56.0,37.4308226782591,-18.569177321740902
2024-11-03,4,4,3-2-5,14.4,64.86212591094649,50.46212591094649
2024-11-03,4,5,5-6-3,795.3,166.10978970310248,-629.1902102968975
2024-11-03,4,6,3-4-1,31.8,63.16954243627681,31.369542436276806
2024-11-03,4,7,1-4-3,6.8,21.002745182128127,14.202745182128126
2024-11-03,4,9,2-1-3,47.6,23.079664209422507,-24.520335790577494
2024-11-03,4,10,1-2-3,4.8,7.962468950559138,3.1624689505591386
2024-11-03,4,11,1-2-4,8.1,8.357823621201916,0.2578236212019167
2024-11-03,4,12,1-4-3,21.8,16.22893423056311,-5.571065769436892
2024-11-04,5,1,4-6-2,124.9,145.18530888073167,20.285308880731662
2024-11-04,5,2,1-3-2,6.0,14.811847553590788,8.811847553590788
2024-11-04,5,3,1-2-6,23.5,23.433125097347013,-0.06687490265298734
2024-11-04,5,4,3-1-2,73.8,39.802512862726616,-33.99748713727338
2024-11-04,5,5,2-1-6,15.9,31.150965356036185,15.250965356036184
2024-11-04,5,6,4-3-5,79.0,66.04823351019401,-12.95176648980599
2024-11-04,5,7,1-3-5,9.8,15.211658250135073,5.411658250135073
2024-11-04,5,8,1-2-3,4.7,5.806977326883505,1.1069773268835048
2024-11-04,5,9,1-4-5,21.2,25.045491129308346,3.8454911293083462
2024-11-04,5,10,1-2-4,6.0,6.3568052140483085,0.35680521404830845
2024-11-04,5,11,1-3-4,6.2,9.77193188736387,3.5719318873638697
2024-11-04,5,12,1-2-3,6.1,7.505965264284791,1.4059652642847915
2024-11-09,1,1,1-2-6,15.5,18.339255204084182,2.839255204084182
2024-11-09,1,3,3-2-6,121.4,52.453579266222256,-68.94642073377776
2024-11-09,1,4,3-2-4,273.2,74.54841181696365,-198.65158818303632
2024-11-09,1,5,1-2-3,11.7,13.072784825379042,1.3727848253790427
2024-11-09,1,6,4-1-3,74.0,32.74400094915143,-41.25599905084857
2024-11-09,1,7,1-3-4,7.9,12.84979343995886,4.94979343995886
2024-11-09,1,8,1-2-3,12.2,6.670524477773284,-5.529475522226715
2024-11-09,1,9,1-3-2,28.0,16.106787849385167,-11.893212150614833
2024-11-09,1,10,1-3-5,12.1,16.267832002538487,4.167832002538487
2024-11-09,1,11,2-1-6,84.9,47.523504685401235,-37.37649531459877
2024-11-09,1,12,1-2-4,9.3,9.275372802605947,-0.024627197394053724
2024-11-10,2,1,5-6-1,646.0,100.72295660686679,-545.2770433931332
2024-11-10,2,2,1-5-3,50.8,27.052475937331252,-23.747524062668745
2024-11-10,2,3,1-4-3,30.2,23.086960032526285,-7.113039967473714
2024-11-10,2,5,2-3-1,99.6,50.473856824753156,-49.12614317524684
2024-11-10,2,6,1-6-2,16.0,30.96051638694123,14.96051638694123
2024-11-10,2,7,1-2-3,10.2,12.755594920666015,2.5555949206660156
2024-11-10,2,8,1-3-4,13.4,15.340569868859259,1.9405698688592583
2024-11-10,2,9,1-2-4,12.8,9.873979208060458,-2.9260207919395427
2024-11-10,2,10,1-3-2,6.0,12.972409094764798,6.972409094764798
2024-11-10,2,11,3-1-4,13.6,32.0238970471166,18.423897047116597
2024-11-10,2,12,1-3-2,10.1,11.554677779698107,1.4546777796981072
2024-11-11,3,1,1-3-4,9.9,12.693197557294669,2.7931975572946683
2024-11-11,3,2,1-2-3,14.3,12.96644034314428,-1.333559656855721
2024-11-11,3,3,1-6-2,58.8,43.25121302166189,-15.548786978338107
2024-11-11,3,4,1-3-6,30.8,29.76624163506893,-1.0337583649310709
2024-11-11,3,5,3-1-4,59.5,27.546529989649564,-31.953470010350436
2024-11-11,3,7,1-3-4,35.7,18.00581051671957,-17.694189483280432
2024-11-11,3,8,1-2-3,8.4,6.806343681534146,-1.5936563184658548
2024-11-11,3,9,1-3-2,11.7,17.13029795399503,5.43029795399503
2024-11-11,3,10,5-4-6,859.3,232.366476680719,-626.933523319281
2024-11-11,3,11,1-4-3,9.6,15.660660782062376,6.060660782062376
2024-11-11,3,12,1-3-4,13.2,13.742588558827093,0.5425885588270933
2024-11-12,4,3,1-6-2,25.9,38.10529169999529,12.205291699995293
2024-11-12,4,4,2-1-5,34.7,73.615817251104,38.915817251104
2024-11-12,4,5,1-2-5,18.9,16.297301852285845,-2.602698147714154
2024-11-12,4,6,3-1-2,25.3,36.33368677837172,11.03368677837172
2024-11-12,4,8,1-2-3,8.9,5.2705729210707455,-3.629427078929255
2024-11-12,4,9,1-2-5,17.5,12.1083240810275,-5.391675918972499
2024-11-12,4,11,1-2-4,22.2,8.624941282331449,-13.57505871766855
2024-11-12,4,12,1-3-4,9.4,10.971766219178166,1.5717662191781656
2024-11-13,5,1,1-4-6,24.4,19.67895531359192,-4.721044686408078
2024-11-13,5,2,1-2-3,6.7,12.610163405399515,5.910163405399515
2024-11-13,5,3,1-2-4,9.7,15.599250275476601,5.899250275476602
2024-11-13,5,4,1-4-2,13.8,22.369868661519554,8.569868661519553
2024-11-13,5,5,5-2-6,614.3,104.6580673837712,-509.64193261622876
2024-11-13,5,6,1-5-2,41.1,28.4608760162812,-12.6391239837188
2024-11-13,5,7,1-2-3,12.7,15.737090545372356,3.0370905453723562
2024-11-13,5,8,1-3-4,8.7,12.828096147649214,4.128096147649215
2024-11-13,5,9,1-2-4,6.5,8.676998492159912,2.176998492159912
2024-11-13,5,10,1-2-3,9.8,8.459705518337534,-1.3402944816624665
2024-11-13,5,12,1-3-6,43.0,24.194279361704197,-18.805720638295803
2024-11-14,6,1,2-1-3,36.4,45.958635652414905,9.558635652414907
2024-11-14,6,2,1-2-6,24.0,21.236823942173796,-2.763176057826204
2024-11-14,6,3,1-5-3,49.5,29.140908181138258,-20.359091818861742
2024-11-14,6,4,5-6-4,1007.1,98.94171079020305,-908.158289209797
2024-11-14,6,5,1-6-4,138.0,65.11071803034166,-72.88928196965834
2024-11-14,6,6,2-1-5,30.6,24.008544633590944,-6.591455366409058
2024-11-14,6,7,1-2-3,9.0,11.587205036816933,2.5872050368169326
2024-11-14,6,8,1-6-5,60.0,93.53579513644608,33.53579513644608
2024-11-14,6,9,1-4-6,14.6,25.942088260952445,11.342088260952446
2024-11-14,6,10,1-3-5,15.7,13.94612770935118,-1.75387229064882
2024-11-14,6,11,3-1-5,32.2,43.55894900080975,11.358949000809744
2024-11-14,6,12,1-2-6,45.9,20.982516301983154,-24.917483698016845
2024-11-23,1,1,1-2-6,28.9,23.38081994030106,-5.5191800596989395
2024-11-23,1,3,4-3-1,64.8,45.6336221051919,-19.1663778948081
2024-11-23,1,4,3-2-4,60.8,63.10719201377147,2.30719201377147
2024-11-23,1,5,2-5-1,34.9,54.86545182908781,19.96545182908781
2024-11-23,1,6,1-2-4,38.3,12.52501000923218,-25.774989990767818
2024-11-23,1,7,1-3-6,18.4,20.40029729769935,2.000297297699351
2024-11-23,1,8,4-2-3,386.6,99.53059109965864,-287.0694089003414
2024-11-23,1,9,1-2-3,19.9,8.857741273893652,-11.042258726106347
2024-11-23,1,10,1-3-4,28.8,10.930144928501205,-17.869855071498797
2024-11-23,1,12,1-2-5,9.4,13.764054271756834,4.364054271756833
2024-11-24,2,1,1-4-6,17.9,23.150778016992284,5.250778016992285
2024-11-24,2,2,3-1-5,43.0,45.77841869781889,2.7784186978188927
2024-11-24,2,4,5-3-1,82.2,52.72693191321886,-29.47306808678114
