開催日,日目,レース,3連単,最終オッズ,予測オッズ,予測誤差
2024-06-13,2,2,1-6-2,23.9,31.49182983258709,7.591829832587091
2024-06-13,2,3,1-6-3,47.8,32.908993973113986,-14.89100602688601
2024-06-13,2,4,1-2-4,17.4,12.887728924192743,-4.512271075807256
2024-06-13,2,5,2-6-1,40.7,128.94977903679847,88.24977903679847
2024-06-13,2,6,1-2-5,46.3,17.310102635064354,-28.989897364935644
2024-06-13,2,7,1-2-6,4.8,17.340120786789086,12.540120786789085
2024-06-13,2,8,1-2-4,6.0,5.930575448306642,-0.06942455169335826
2024-06-13,2,9,1-2-3,6.8,9.547399761389979,2.747399761389979
2024-06-13,2,10,1-2-3,8.2,7.974166995073962,-0.22583300492603708
2024-06-13,2,11,1-3-4,26.6,13.876123422801689,-12.723876577198313
2024-06-13,2,12,1-3-4,4.6,12.159245457998727,7.559245457998728
2024-06-14,3,1,5-2-1,166.4,121.4415968993986,-44.9584031006014
2024-06-14,3,2,3-6-1,42.7,80.4153412470604,37.715341247060394
2024-06-14,3,4,4-1-2,37.9,51.63052511417028,13.730525114170284
2024-06-14,3,5,1-3-5,28.7,15.862656956730929,-12.83734304326907
2024-06-14,3,6,4-1-3,65.9,45.28289088719214,-20.617109112807867
2024-06-14,3,7,5-2-6,117.8,90.04909526473845,-27.750904735261543
2024-06-14,3,8,1-6-5,104.3,69.43099313718287,-34.86900686281713
2024-06-14,3,9,1-3-4,9.0,12.277345537224038,3.277345537224038
2024-06-14,3,10,1-3-4,7.5,12.606572073924193,5.106572073924193
2024-06-14,3,11,1-2-4,10.5,8.36843266411695,-2.13156733588305
2024-06-14,3,12,1-2-4,9.3,7.7443301745653566,-1.5556698254346442
2024-06-15,4,1,1-4-5,64.0,27.564044462886987,-36.43595553711302
2024-06-15,4,2,2-4-6,21.4,67.59245769935984,46.19245769935984
2024-06-15,4,3,1-2-4,8.3,16.98682539995651,8.686825399956508
2024-06-15,4,4,1-2-5,6.5,21.383509692109442,14.883509692109442
2024-06-15,4,5,3-2-1,47.8,54.08728106610862,6.287281066108626
2024-06-15,4,6,1-4-2,17.0,12.346592959828275,-4.653407040171725
2024-06-15,4,7,4-1-3,14.9,52.889650061414585,37.989650061414586
2024-06-15,4,9,1-3-4,8.1,10.721083741283548,2.621083741283549
2024-06-15,4,10,1-5-6,119.3,44.66596105800379,-74.63403894199621
2024-06-15,4,11,4-5-1,70.4,118.74906758716493,48.349067587164924
2024-06-15,4,12,1-3-5,11.2,16.075213365562384,4.875213365562384
2024-06-16,5,1,2-6-4,101.5,157.68210835355612,56.18210835355612
2024-06-16,5,2,2-3-5,24.4,45.5928332461418,21.192833246141802
2024-06-16,5,3,3-5-1,35.4,39.56611270702994,4.166112707029939
2024-06-16,5,4,5-1-6,36.2,75.70319583534678,39.50319583534677
2024-06-16,5,5,1-6-4,11.0,46.21718468673549,35.21718468673549
2024-06-16,5,6,1-3-4,6.9,10.881555396437884,3.9815553964378836
2024-06-16,5,7,1-3-6,37.9,25.94790488863048,-11.95209511136952
2024-06-16,5,8,1-2-4,5.8,6.925888544196878,1.1258885441968784
2024-06-16,5,9,1-4-5,35.3,20.906585525562523,-14.393414474437474
2024-06-16,5,10,1-3-6,51.3,28.64125216664492,-22.658747833355076
2024-06-16,5,11,3-2-6,738.4,177.5454548562578,-560.8545451437421
2024-06-16,5,12,1-3-4,17.8,11.948258006203707,-5.851741993796294
2024-06-17,6,1,2-5-1,150.0,71.53877991226166,-78.46122008773834
2024-06-17,6,2,1-2-4,18.5,14.988897940895535,-3.5111020591044646
2024-06-17,6,3,1-3-6,11.0,28.824403216829218,17.824403216829218
2024-06-17,6,4,1-6-4,29.1,45.67585503128557,16.57585503128557
2024-06-17,6,5,1-3-2,13.6,13.540841914832384,-0.059158085167615226
2024-06-17,6,6,3-1-4,10.6,25.122965489167242,14.522965489167243
2024-06-17,6,7,2-1-4,17.1,18.924793346415903,1.8247933464159019
2024-06-17,6,8,5-2-4,61.8,148.37703757447704,86.57703757447705
2024-06-17,6,10,2-1-3,32.4,33.154549207961075,0.7545492079610767
2024-06-17,6,11,1-2-6,44.0,20.063932124008325,-23.936067875991675
2024-06-17,6,12,1-6-5,114.3,82.16762664711449,-32.13237335288551
2024-06-18,7,1,2-5-1,36.3,64.47473442440439,28.17473442440439
2024-06-18,7,2,1-3-4,7.1,14.34936597303056,7.24936597303056
2024-06-18,7,3,1-2-6,28.3,30.20460664166953,1.9046066416695275
2024-06-18,7,4,4-2-1,167.2,41.57904935431114,-125.62095064568885
2024-06-18,7,5,3-2-6,51.4,55.635206408922194,4.2352064089221955
2024-06-18,7,6,1-3-2,7.4,12.419635989608405,5.019635989608405
2024-06-18,7,7,4-6-5,107.8,82.35752727612014,-25.44247272387986
2024-06-18,7,8,1-3-4,28.6,11.187748331126114,-17.412251668873886
2024-06-18,7,9,4-3-1,86.2,71.37520525282298,-14.824794747177023
2024-06-18,7,10,1-4-2,7.4,13.044945362403285,5.644945362403284
2024-06-18,7,11,1-4-6,26.5,26.142782464222886,-0.3572175357771137
2024-06-18,7,12,1-3-4,9.1,14.09173604803751,4.9917360480375095
2024-06-26,1,1,6-4-1,399.7,176.88580324091114,-222.81419675908884
2024-06-26,1,2,4-5-3,56.0,84.79384850587071,28.793848505870713
2024-06-26,1,3,3-1-4,19.6,33.52028283814875,13.92028283814875
2024-06-26,1,4,1-2-3,44.0,18.73065315567892,-25.26934684432108
2024-06-26,1,5,1-2-3,29.1,13.606097099792649,-15.493902900207353
2024-06-26,1,6,1-2-3,12.3,13.306149492224499,1.0061494922244982
2024-06-26,1,7,6-5-2,248.1,123.56449577732974,-124.53550422267026
2024-06-26,1,8,1-2-4,2.8,4.985614337536925,2.185614337536925
2024-06-26,1,9,1-2-4,9.1,9.955704920456279,0.8557049204562794
2024-06-26,1,10,1-3-2,12.4,10.123088255581806,-2.2769117444181948
2024-06-26,1,11,1-3-2,8.1,10.954931395066133,2.8549313950661332
2024-06-26,1,12,4-3-5,98.2,98.55999489438703,0.3599948943870288
2024-06-27,2,1,1-5-2,61.2,27.863165643706377,-33.33683435629362
2024-06-27,2,2,1-4-6,23.9,32.24483501259334,8.344835012593343
2024-06-27,2,3,3-1-6,14.7,57.70792250885686,43.007922508856865
2024-06-27,2,4,1-3-6,43.8,28.94908512930463,-14.850914870695366
2024-06-27,2,5,4-3-1,37.8,62.47013677538324,24.67013677538324
2024-06-27,2,6,3-5-4,210.4,112.32269081406528,-98.07730918593472
2024-06-27,2,7,1-3-5,8.3,16.183341275829974,7.883341275829974
2024-06-27,2,8,4-1-2,16.0,31.722150383223298,15.722150383223298
2024-06-27,2,9,1-2-3,17.4,9.9876362321529,-7.412363767847099
2024-06-27,2,10,1-4-2,92.3,13.80603156125068,-78.49396843874932
2024-06-27,2,11,1-2-3,7.4,7.684247475191528,0.2842474751915276
2024-06-27,2,12,5-1-3,59.3,106.34010477928001,47.040104779280014
2024-06-28,3,1,1-3-2,14.9,15.307131204266513,0.4071312042665127
2024-06-28,3,2,2-4-5,77.6,50.54530842665949,-27.054691573340506
2024-06-28,3,3,6-2-4,181.5,91.29525788680343,-90.20474211319657
2024-06-28,3,4,1-2-4,7.6,20.762848885789506,13.162848885789506
2024-06-28,3,5,3-1-4,20.4,31.426856266730017,11.026856266730018
2024-06-28,3,6,2-3-1,110.4,48.71656224869305,-61.683437751306954
2024-06-28,3,7,1-3-2,46.5,14.299387835269052,-32.20061216473095
2024-06-28,3,8,1-3-6,40.0,26.780106908094,-13.219893091905998
2024-06-28,3,9,3-5-4,528.1,138.11697892123715,-389.9830210787629
2024-06-28,3,10,1-2-5,54.8,12.92648982070929,-41.873510179290705
2024-06-28,3,11,1-4-5,13.4,20.5924982704753,7.1924982704752995
2024-06-28,3,12,1-2-4,13.0,8.767101495536567,-4.232898504463433
2024-06-29,4,1,1-4-3,111.7,17.26750143586488,-94.43249856413513
2024-06-29,4,2,4-2-1,76.2,78.14853233354862,1.9485323335486129
2024-06-29,4,3,3-1-6,62.2,49.39295441847637,-12.807045581523631
2024-06-29,4,4,4-1-2,91.2,62.95136209890581,-28.24863790109419
2024-06-29,4,5,1-2-4,9.0,10.1912618709214,1.1912618709213998
2024-06-29,4,6,1-2-3,7.4,10.3569427060649,2.9569427060649005
2024-06-29,4,7,1-5-4,367.7,36.414973119257425,-331.2850268807426
2024-06-29,4,8,1-2-5,24.9,18.112818194667,-6.787181805332999
2024-06-29,4,9,1-2-6,10.8,16.959573254794098,6.159573254794097
2024-06-29,4,10,1-5-6,32.2,39.27266322665513,7.072663226655131
2024-06-29,4,11,2-6-3,145.8,197.75685634432438,51.956856344324365
2024-06-29,4,12,5-1-3,78.6,132.42576579397561,53.82576579397562
2024-06-30,5,1,1-2-3,9.3,10.37000903533188,1.0700090353318785
2024-06-30,5,2,3-5-1,55.7,78.3972958351625,22.697295835162492
2024-06-30,5,3,6-2-4,173.2,85.89304218560348,-87.30695781439651
2024-06-30,5,4,1-6-3,46.0,36.1018581455243,-9.898141854475703
2024-06-30,5,5,1-4-6,15.8,24.572762412222623,8.772762412222622
2024-06-30,5,6,4-2-3,295.9,56.7441633622695,-239.1558366377305
2024-06-30,5,7,1-3-4,45.8,14.894404279628764,-30.90559572037123
2024-06-30,5,8,1-4-5,18.7,19.67053454370235,0.9705345437023496
2024-06-30,5,10,4-2-1,148.1,92.14250559002792,-55.95749440997207
2024-06-30,5,11,1-3-2,12.6,12.601292277386142,0.0012922773861419046
2024-06-30,5,12,1-4-2,10.6,14.562077076834173,3.9620770768341735
2024-07-01,6,1,1-4-3,22.4,18.459022006669056,-3.940977993330943
2024-07-01,6,2,4-1-6,88.5,52.026044513581866,-36.473955486418134
2024-07-01,6,3,4-3-5,72.3,75.39551491452018,3.09551491452018
2024-07-01,6,4,4-6-3,55.8,139.82368254855916,84.02368254855917
2024-07-01,6,5,5-1-6,117.3,70.13484877571535,-47.16515122428464
2024-07-01,6,6,1-2-3,9.6,10.589444777466511,0.9894447774665114
2024-07-01,6,7,1-6-3,15.1,24.982957119755095,9.882957119755096
2024-07-01,6,8,1-5-2,86.2,34.11274742039683,-52.087252579603174
2024-07-01,6,9,1-2-4,8.1,10.695221579241652,2.5952215792416524
2024-07-01,6,10,3-1-6,86.0,60.166745638837305,-25.833254361162695
2024-07-01,6,11,2-1-3,20.2,27.492891447907596,7.292891447907596
2024-07-01,6,12,1-4-6,46.2,32.93295984960215,-13.267040150397854
2024-07-02,7,1,2-1-5,41.8,46.667846866532074,4.867846866532076
2024-07-02,7,2,1-3-2,11.8,20.744674346816723,8.944674346816722
2024-07-02,7,3,1-3-4,24.3,16.76068414470422,-7.539315855295779
2024-07-02,7,4,1-2-3,11.7,17.423396025699386,5.723396025699387
2024-07-02,7,6,1-2-6,18.7,21.781837719704352,3.081837719704353
2024-07-02,7,7,1-2-4,6.9,11.57430079865577,4.67430079865577
2024-07-02,7,8,1-3-4,8.3,10.38320366597158,2.0832036659715794
2024-07-02,7,9,3-1-4,12.3,24.924662359667284,12.624662359667283
2024-07-02,7,10,3-1-5,71.1,43.00405549529445,-28.095944504705542
2024-07-02,7,11,1-4-5,32.2,20.52514487513817,-11.674855124861832
2024-07-02,7,12,1-3-2,20.1,13.316073921359695,-6.783926078640306
2024-07-09,1,1,4-6-5,77.2,160.2469466548033,83.0469466548033
2024-07-09,1,2,1-5-2,17.3,27.728181296019137,10.428181296019137
2024-07-09,1,3,1-5-3,13.6,37.40922198850755,23.809221988507545
2024-07-09,1,4,4-1-6,20.1,75.4340187411425,55.33401874114249
2024-07-09,1,6,1-3-4,4.4,11.18420883019236,6.784208830192359
2024-07-09,1,7,1-2-6,12.4,19.87943249190418,7.479432491904179
2024-07-09,1,8,1-3-4,16.8,14.088995236255027,-2.711004763744974
2024-07-09,1,9,1-6-3,77.4,41.43521394062627,-35.964786059373736
2024-07-09,1,10,1-2-5,7.9,12.524636072609274,4.624636072609274
2024-07-09,1,11,1-3-4,8.5,9.69874702420254,1.1987470242025395
2024-07-09,1,12,1-5-6,54.5,46.44038953967638,-8.059610460323618
2024-07-10,2,1,6-5-4,1571.0,187.84126668940772,-1383.1587333105922
2024-07-10,2,2,2-1-4,21.8,32.652009152783826,10.852009152783825
2024-07-10,2,3,1-3-4,9.5,19.662050948043785,10.162050948043785
2024-07-10,2,4,4-1-2,109.2,42.65980123614861,-66.5401987638514
2024-07-10,2,5,3-6-2,144.2,63.054241240136776,-81.14575875986321
2024-07-10,2,6,1-3-4,7.6,11.882438618100613,4.282438618100613
2024-07-10,2,7,1-3-5,43.2,17.306209500259424,-25.89379049974058
2024-07-10,2,8,1-2-4,5.6,6.31596063456711,0.7159606345671108
2024-07-10,2,9,3-1-2,21.1,43.06505991761835,21.965059917618348
2024-07-10,2,10,1-2-4,15.5,11.852097357629377,-3.6479026423706227
2024-07-10,2,11,1-2-6,12.0,19.29726907987918,7.297269079879179
2024-07-10,2,12,4-3-1,125.1,108.51013119544162,-16.589868804558378
2024-07-11,3,2,2-4-6,284.9,58.20545969081425,-226.69454030918573
2024-07-11,3,3,3-1-4,54.7,28.23010802433207,-26.469891975667935
2024-07-11,3,4,2-3-4,156.1,59.545858193811306,-96.55414180618868
2024-07-11,3,5,3-5-2,55.6,76.13694274857502,20.536942748575022
2024-07-11,3,7,2-1-5,16.3,27.478033729984958,11.178033729984957
2024-07-11,3,8,1-2-3,5.8,6.640335811922626,0.8403358119226265
2024-07-11,3,9,1-2-3,6.1,10.699938035221678,4.599938035221678
2024-07-11,3,11,1-2-5,5.1,11.538006118590609,6.438006118590609
2024-07-11,3,12,1-5-3,13.5,29.842720781179985,16.342720781179985
2024-07-12,4,1,1-6-2,58.3,42.95396192958287,-15.34603807041713
2024-07-12,4,2,3-1-6,23.5,61.133589177522765,37.633589177522765
2024-07-12,4,4,2-5-4,15.3,50.31456038775336,35.01456038775336
2024-07-12,4,5,3-4-1,52.0,73.67750533140234,21.677505331402344
2024-07-12,4,6,1-3-2,14.4,17.322032506904993,2.9220325069049924
2024-07-12,4,7,2-1-3,24.3,18.03865697509801,-6.26134302490199
2024-07-12,4,8,3-1-4,45.8,29.957747856335242,-15.842252143664755
2024-07-12,4,9,1-2-3,6.1,8.837567753609155,2.737567753609156
2024-07-12,4,10,1-5-2,6.0,30.68443311270165,24.68443311270165
2024-07-12,4,11,1-5-2,7.1,23.139116454946244,16.039116454946246
2024-07-12,4,12,1-3-5,13.0,12.206703011044667,-0.7932969889553334
2024-07-13,5,1,2-1-4,70.7,30.491355190599833,-40.20864480940017
2024-07-13,5,3,1-3-6,11.6,28.644700568318818,17.044700568318817
2024-07-13,5,4,1-4-5,83.0,47.76415247078334,-35.23584752921666
2024-07-13,5,5,1-3-6,11.0,33.47589142363313,22.47589142363313
2024-07-13,5,6,1-5-3,321.5,26.741867665189535,-294.75813233481045
2024-07-13,5,7,1-4-6,8.6,34.81856769387604,26.21856769387604
2024-07-13,5,9,1-3-4,8.3,11.643359031784554,3.343359031784553
2024-07-13,5,10,1-5-3,31.2,27.39265183481499,-3.807348165185008
2024-07-13,5,11,1-3-4,10.6,12.248049932968376,1.6480499329683767
2024-07-13,5,12,1-2-5,12.2,11.68096775086641,-0.5190322491335895
2024-07-14,6,1,1-5-2,165.0,26.891553374351716,-138.1084466256483
2024-07-14,6,2,1-5-2,35.0,22.528901281873708,-12.471098718126292
2024-07-14,6,3,1-3-2,5.9,19.096923590372025,13.196923590372025
2024-07-14,6,4,1-2-5,35.6,18.5235419374523,-17.0764580625477
2024-07-14,6,5,4-1-2,288.8,38.84006488170048,-249.95993511829954
2024-07-14,6,6,1-2-3,7.0,11.42377331662031,4.423773316620309
2024-07-14,6,7,3-1-4,30.9,38.85962815768732,7.95962815768732
2024-07-14,6,8,4-2-5,117.7,56.50700014662661,-61.192999853373394
2024-07-14,6,9,2-1-3,7.8,42.36250855199417,34.56250855199417
2024-07-14,6,10,1-2-4,27.0,7.941745630461959,-19.05825436953804
2024-07-14,6,11,1-4-2,10.0,15.5950578160759,5.595057816075901
2024-07-14,6,12,1-3-6,12.6,24.711697044503456,12.111697044503456
2024-07-17,1,1,1-3-4,6.9,13.593783055819479,6.693783055819479
2024-07-17,1,2,6-5-2,84.2,129.252073178267,45.05207317826701
2024-07-17,1,3,4-6-2,455.2,109.58865489256428,-345.6113451074357
2024-07-17,1,4,5-1-4,96.8,84.36201064941523,-12.437989350584772
2024-07-17,1,5,1-6-4,49.0,53.06900447685784,4.069004476857842
2024-07-17,1,6,1-3-2,15.4,17.157385854442957,1.7573858544429566
2024-07-17,1,7,2-4-1,204.8,31.49192323027438,-173.30807676972563
2024-07-17,1,8,1-2-4,3.8,7.796174636520136,3.996174636520136
2024-07-17,1,9,1-6-5,82.8,77.13573731127303,-5.664262688726964
2024-07-17,1,10,1-2-3,7.5,8.96985813678425,1.46985813678425
2024-07-17,1,11,2-5-1,33.9,130.926474449388,97.02647444938799
2024-07-17,1,12,3-1-5,57.7,54.39033049025054,-3.3096695097494617
2024-07-18,2,1,5-2-3,256.8,158.45855013766496,-98.34144986233505
2024-07-18,2,2,3-1-4,30.3,34.86041864051073,4.560418640510729
2024-07-18,2,3,1-6-3,107.1,38.01295029303674,-69.08704970696326
2024-07-18,2,4,5-1-4,121.1,54.768481089153084,-66.33151891084691
2024-07-18,2,5,4-6-1,47.0,110.97593848158806,63.97593848158806
2024-07-18,2,6,1-3-4,4.6,8.62177076671869,4.02177076671869
2024-07-18,2,7,1-5-3,30.9,25.600561139369656,-5.299438860630342
2024-07-18,2,8,2-5-3,318.8,93.28816431435342,-225.5118356856466
2024-07-18,2,9,3-1-6,13.8,46.527602953905436,32.72760295390543
2024-07-18,2,11,2-1-6,24.2,65.15687652337516,40.95687652337516
2024-07-18,2,12,4-1-5,82.4,73.90377073695358,-8.49622926304643
2024-07-19,3,1,4-6-3,113.5,119.0580053004391,5.558005300439106
2024-07-19,3,2,5-1-6,117.6,83.45852899777476,-34.14147100222523
2024-07-19,3,3,6-2-4,9.2,73.64329522683025,64.44329522683024
2024-07-19,3,4,4-1-5,51.4,56.857505666462906,5.457505666462907
2024-07-19,3,5,3-2-4,25.3,57.20262788222513,31.90262788222513
2024-07-19,3,6,1-3-4,8.8,13.808939311598607,5.008939311598606
2024-07-19,3,7,1-2-5,6.9,15.759147752680732,8.859147752680732
2024-07-19,3,8,1-3-4,14.4,10.546470264529331,-3.8535297354706692
2024-07-19,3,9,1-5-6,12.4,44.97796048070993,32.57796048070993
2024-07-19,3,10,1-2-6,6.6,16.039369488973943,9.439369488973943
2024-07-19,3,11,2-1-5,50.7,54.40105254594046,3.701052545940456
2024-07-19,3,12,3-6-4,757.0,262.54650861042353,-494.45349138957647
2024-07-20,4,1,2-1-4,21.6,36.08658762842814,14.48658762842814
2024-07-20,4,2,1-4-3,19.7,20.825001739306803,1.1250017393068035
2024-07-20,4,3,3-2-5,43.6,56.82568897680972,13.225688976809721
2024-07-20,4,4,4-3-2,38.2,82.10224299168256,43.902242991682556
2024-07-20,4,5,3-1-6,45.9,38.68526099114392,-7.214739008856078
2024-07-20,4,6,4-3-6,126.8,95.73901595528712,-31.06098404471288
2024-07-20,4,7,2-3-6,31.1,31.266432734946893,0.16643273494689126
2024-07-20,4,8,1-6-3,150.5,42.0283366209358,-108.47166337906421
2024-07-20,4,9,1-2-5,53.3,16.59357513243374,-36.706424867566255
2024-07-20,4,10,1-5-4,19.7,29.195213104697938,9.495213104697939
2024-07-20,4,11,1-2-6,16.9,19.700519326931264,2.8005193269312656
2024-07-20,4,12,1-5-4,32.1,39.376215338964926,7.276215338964924
2024-07-21,5,1,1-5-3,71.5,28.852431366153894,-42.647568633846106
2024-07-21,5,2,1-2-6,20.6,19.19127046647031,-1.4087295335296908
2024-07-21,5,4,6-2-5,123.5,67.60666652418404,-55.893333475815965
2024-07-21,5,5,2-1-6,40.2,46.32767451160489,6.127674511604887
2024-07-21,5,6,4-6-1,182.0,109.76183772847098,-72.23816227152902
2024-07-21,5,7,3-4-6,419.7,65.0057714356744,-354.6942285643256
2024-07-21,5,8,1-4-3,19.0,14.556050117368551,-4.443949882631449
2024-07-21,5,9,4-5-2,344.6,133.79494426677812,-210.8050557332219
2024-07-21,5,10,4-3-2,251.3,91.59868110351346,-159.70131889648655
2024-07-21,5,12,2-1-6,210.9,83.42401763141838,-127.47598236858163
2024-07-22,6,1,2-5-4,171.2,101.88256005406032,-69.31743994593967
2024-07-22,6,3,1-6-2,132.2,29.67405260175494,-102.52594739824505
2024-07-22,6,5,1-2-6,3.3,17.95232017867034,14.65232017867034
2024-07-22,6,6,1-4-3,9.5,13.302504924732894,3.8025049247328937
2024-07-22,6,7,1-2-5,33.2,17.646553153938918,-15.553446846061085
2024-07-22,6,8,1-4-2,6.6,12.52958060615859,5.92958060615859
2024-07-22,6,9,1-2-5,12.4,17.839576819870622,5.439576819870622
2024-07-22,6,10,1-3-4,12.2,12.100045125196198,-0.09995487480380127
2024-07-22,6,11,2-5-4,243.7,158.23191679517433,-85.46808320482566
2024-07-22,6,12,1-5-3,38.4,29.36125172490829,-9.03874827509171
2024-08-01,1,1,3-5-2,23.4,92.19881826991174,68.79881826991175
2024-08-01,1,2,2-3-5,13.7,42.04240317241124,28.34240317241124
2024-08-01,1,3,2-3-1,45.5,57.535789653774735,12.035789653774735
2024-08-01,1,4,1-2-3,19.1,18.56276885658469,-0.5372311434153119
2024-08-01,1,5,1-4-2,31.7,14.206660699343814,-17.493339300656185
2024-08-01,1,6,3-1-4,11.5,22.181797376752183,10.681797376752183
2024-08-01,1,7,1-4-2,17.4,14.907287759951624,-2.492712240048375
2024-08-01,1,8,6-2-1,113.8,340.4746585014364,226.6746585014364
2024-08-01,1,9,1-4-5,17.2,23.718405977592766,6.518405977592767
2024-08-01,1,10,4-2-5,65.8,114.41517315665385,48.61517315665385
2024-08-01,1,11,3-2-6,96.4,228.2713764905691,131.8713764905691
2024-08-01,1,12,1-3-2,10.3,10.619714534720961,0.31971453472096023
2024-08-02,2,1,1-2-3,9.3,11.135831889557005,1.8358318895570047
2024-08-02,2,2,3-2-5,26.1,70.98306228724785,44.883062287247846
2024-08-02,2,3,5-4-1,135.3,61.16370488892117,-74.13629511107885
2024-08-02,2,4,3-6-5,72.9,73.48516123118158,0.5851612311815728
2024-08-02,2,5,1-2-3,8.9,11.908858979705197,3.008858979705197
2024-08-02,2,6,4-1-2,30.1,45.695166726955634,15.595166726955632
2024-08-02,2,8,1-2-4,9.1,6.966325270984616,-2.1336747290153832
2024-08-02,2,9,1-4-3,34.2,14.766880797234403,-19.4331192027656
2024-08-02,2,10,3-4-2,26.7,70.99458932665812,44.29458932665811
2024-08-02,2,11,3-1-5,43.7,50.84850887430635,7.148508874306344
2024-08-02,2,12,1-2-4,9.1,9.770171973169393,0.6701719731693938
2024-08-03,3,1,2-1-5,28.3,52.23847586278662,23.93847586278662
2024-08-03,3,2,2-4-3,37.8,57.656309211947345,19.856309211947348
2024-08-03,3,3,5-2-3,51.9,104.79301408773266,52.89301408773266
2024-08-03,3,4,6-1-4,59.0,52.78269781805304,-6.2173021819469625
2024-08-03,3,5,3-1-2,8.0,28.143505648547876,20.143505648547876
2024-08-03,3,7,1-4-2,6.8,14.13154708484147,7.33154708484147
2024-08-03,3,8,3-1-4,13.7,41.93394608420129,28.23394608420129
2024-08-03,3,9,1-4-2,9.5,12.684410472875104,3.184410472875104
2024-08-03,3,10,1-6-2,55.2,50.64382696596949,-4.556173034030515
2024-08-03,3,11,2-4-1,52.5,105.16280633657227,52.662806336572274
2024-08-04,4,1,3-2-1,99.3,78.54217703491454,-20.757822965085452
2024-08-04,4,2,1-2-5,9.6,17.270097708048375,7.670097708048376
2024-08-04,4,3,1-2-4,30.3,16.004413537848333,-14.295586462151668
2024-08-04,4,4,1-2-3,10.5,16.23781358078376,5.737813580783762
2024-08-04,4,5,1-5-2,14.5,25.764439901496498,11.264439901496498
2024-08-04,4,6,1-3-2,5.6,10.692721759274615,5.092721759274616
2024-08-04,4,8,2-1-6,27.7,22.80318414507329,-4.896815854926711
2024-08-04,4,9,3-4-6,924.9,143.13842681888895,-781.7615731811111
2024-08-04,4,10,1-2-4,4.6,9.76523708356229,5.165237083562291
2024-08-04,4,11,3-4-5,123.8,156.88646264651004,33.08646264651004
2024-08-04,4,12,1-3-4,21.7,12.133486043616655,-9.566513956383345
2024-08-05,5,2,1-4-2,6.9,16.29698105791012,9.39698105791012
2024-08-05,5,3,1-3-4,5.7,15.657578285028148,9.957578285028148
2024-08-05,5,4,3-4-2,12.0,54.96727013976676,42.96727013976676
2024-08-05,5,5,3-2-4,46.9,56.47917523045337,9.579175230453373
2024-08-05,5,6,1-2-3,3.8,10.523724499232147,6.723724499232147
2024-08-05,5,7,1-2-3,7.2,11.19516340526532,3.9951634052653207
2024-08-05,5,8,3-1-5,16.0,62.37096775673011,46.37096775673011
2024-08-05,5,9,4-1-2,31.5,54.472958885618915,22.972958885618915
2024-08-05,5,10,1-2-4,9.0,8.094166937850444,-0.9058330621495561
2024-08-05,5,11,2-3-4,249.1,205.00271150800828,-44.09728849199172
2024-08-05,5,12,1-2-6,8.0,20.524055922669834,12.524055922669834
2024-08-06,6,1,3-2-5,43.4,73.11554614163622,29.715546141636217
2024-08-06,6,3,1-2-4,29.9,21.41639702495517,-8.483602975044828
