開催日,レース,実際3連単,予測3連単,予測確率,的中,TOP10
2020-04-16,1,1-5-3,1-5-3,0.13601701970524388,True,1-5-3(0.1360) / 1-5-2(0.1121) / 1-3-5(0.1102) / 1-2-5(0.0863) / 1-5-6(0.0823) / 1-6-5(0.0598) / 1-3-2(0.0552) / 1-2-3(0.0525) / 1-5-4(0.0437) / 1-3-6(0.0406)
2020-04-16,2,1-4-5,1-4-5,0.18317200358192065,True,1-4-5(0.1832) / 1-4-6(0.1507) / 1-5-4(0.1348) / 1-6-4(0.1051) / 1-5-6(0.0597) / 1-4-2(0.0573) / 1-6-5(0.0566) / 1-4-3(0.0462) / 1-2-4(0.0348) / 1-3-4(0.0277)
2020-04-16,8,1-2-4,1-2-3,0.2545925724669032,False,1-2-3(0.2546) / 1-3-2(0.1712) / 1-2-4(0.1363) / 1-4-2(0.0790) / 1-2-6(0.0570) / 1-2-5(0.0515) / 1-3-4(0.0468) / 1-4-3(0.0404) / 1-6-2(0.0303) / 1-5-2(0.0272)
2020-04-16,10,1-4-3,1-3-4,0.1223493971656211,False,1-3-4(0.1223) / 1-4-3(0.1052) / 1-3-6(0.0963) / 1-3-5(0.0808) / 1-6-3(0.0777) / 1-5-3(0.0629) / 1-4-6(0.0568) / 1-6-4(0.0533) / 1-4-5(0.0476) / 1-5-4(0.0431)
2020-04-16,12,1-6-4,1-3-5,0.1310980390690161,False,1-3-5(0.1311) / 1-5-3(0.1307) / 1-3-2(0.1092) / 1-5-2(0.1081) / 1-2-3(0.1016) / 1-2-5(0.1008) / 1-3-6(0.0395) / 1-5-6(0.0391) / 1-2-6(0.0304) / 1-6-3(0.0303)
2020-04-17,3,1-5-3,1-6-3,0.13134016629928416,False,1-6-3(0.1313) / 1-3-6(0.1281) / 1-6-5(0.0928) / 1-3-5(0.0854) / 1-5-6(0.0807) / 1-5-3(0.0761) / 1-6-2(0.0684) / 1-3-2(0.0629) / 1-2-6(0.0557) / 1-2-3(0.0525)
2020-04-17,7,1-2-6,1-6-2,0.18681920539647343,False,1-6-2(0.1868) / 1-2-6(0.1749) / 1-6-3(0.1006) / 1-2-3(0.0831) / 1-3-6(0.0772) / 1-3-2(0.0681) / 1-6-5(0.0575) / 1-2-5(0.0475) / 1-5-6(0.0405) / 1-5-2(0.0357)
2020-04-17,8,1-4-2,1-2-4,0.4031179258099641,False,1-2-4(0.4031) / 1-2-3(0.1984) / 1-4-2(0.1863) / 1-3-2(0.0799) / 1-4-3(0.0321) / 1-3-4(0.0280) / 1-2-5(0.0211) / 1-2-6(0.0193) / 1-5-2(0.0076) / 1-6-2(0.0070)
2020-04-17,9,1-3-2,1-3-5,0.1732937172035221,False,1-3-5(0.1733) / 1-3-4(0.1523) / 1-5-3(0.1171) / 1-4-3(0.0999) / 1-3-6(0.0969) / 1-6-3(0.0589) / 1-5-4(0.0452) / 1-4-5(0.0439) / 1-3-2(0.0385) / 1-5-6(0.0288)
2020-04-17,11,1-2-5,1-6-5,0.0782616494441972,False,1-6-5(0.0783) / 1-5-6(0.0779) / 1-6-2(0.0755) / 1-2-6(0.0743) / 1-5-2(0.0740) / 1-2-5(0.0732) / 1-6-4(0.0607) / 1-5-4(0.0595) / 1-2-4(0.0568) / 1-4-6(0.0564)
2020-04-17,12,1-2-3,1-6-2,0.18122940415708583,False,1-6-2(0.1812) / 1-2-6(0.1561) / 1-6-4(0.0909) / 1-6-3(0.0665) / 1-4-6(0.0652) / 1-2-4(0.0583) / 1-4-2(0.0485) / 1-6-5(0.0478) / 1-3-6(0.0457) / 1-2-3(0.0427)
2020-04-18,1,1-3-6,1-6-3,0.27114598180285315,False,1-6-3(0.2711) / 1-3-6(0.1648) / 1-6-5(0.1439) / 1-5-6(0.0764) / 1-6-2(0.0729) / 1-6-4(0.0474) / 1-3-5(0.0384) / 1-2-6(0.0362) / 1-5-3(0.0336) / 1-4-6(0.0229)
